"","ï..Sample","Rep","Set","mAU","short_name_antho","Extract_ini_vol","Extract_final_vol","Skin_weight_aft","Berry_weight","Berry_numb","dilution_factor","concetration_mg_l","antho_mg_berry","antho_mg_g_berry_weight","antho_mg_g_Skin","Block_id","treatment","main_antho","hydroxylation","total_antho_mg_berry"
"237","B3R1",3,"Harvest",1062.983,"M3G",56,52.5,8.9,62.95,60,0.9375,183.186901559365,0.170974441455408,0.162962136415003,1.15263668396904,"B3R1",3,"Malvidins","trihydroxylated",0.409775027357286
"238","B3R2",1,"Harvest",1123.925,"M3G",55,56.5,9.17,61.52,60,1.02727272727273,212.14628206191,0.194467425223418,0.189662638384348,1.27241499600928,"B3R2",3,"Malvidins","trihydroxylated",0.474395522828135
"239","B3R2",2,"Harvest",1234.375,"M3G",55,52.5,9.66,61.82,60,0.954545454545455,216.355517881717,0.198325891391574,0.192487115553129,1.23183783473027,"B3R2",3,"Malvidins","trihydroxylated",0.491262534196608
"240","B3R2",3,"Harvest",1129.446,"M3G",55,59,8.45,61.45,60,1.07272727272727,222.613447515461,0.204062326889173,0.199247186547605,1.44896326785211,"B3R2",3,"Malvidins","trihydroxylated",0.50080960423126
"241","B3R3",1,"Harvest",1335.95,"M3G",54,54,8.69,60.68,60,1,245.183603866496,0.220665243479847,0.218192396321536,1.52358050734071,"B3R3",3,"Malvidins","trihydroxylated",0.547544603319351
"242","B3R3",2,"Harvest",1257.313,"M3G",54,51,8.82,60.48,60,0.944444444444444,218.01710235678,0.196215392121102,0.194658127104267,1.33479858585783,"B3R3",3,"Malvidins","trihydroxylated",0.482968108699617
"243","B3R3",3,"Harvest",1173.296,"M3G",54,54,8.45,60.31,60,1,215.518457049061,0.193966611344155,0.19296960173519,1.37727771368631,"B3R3",3,"Malvidins","trihydroxylated",0.482112814152836
"244","B1R2",1,"1st point",571.07,"M3G",56,55.5,6.57,60.8,60,0.991071428571429,104.739729130299,0.0977570805216123,0.0964708031463279,0.89275872622477,"B1R2",1,"Malvidins","trihydroxylated",0.266494035199708
"245","B1R2",2,"1st point",520.37,"M3G",56,54.5,6.69,60.8,60,0.973214285714286,93.8534452268049,0.0875965488783513,0.0864439627088993,0.785619272451581,"B1R2",1,"Malvidins","trihydroxylated",0.243837950027357
"246","B1R2",3,"1st point",462.292,"M3G",56,55,5.95,60.5,60,0.982142857142857,84.3112591516636,0.0786905085415527,0.0780401737602175,0.793517733192128,"B1R2",1,"Malvidins","trihydroxylated",0.218020615234969
"247","B1R3",1,"1st point",429.086,"M3G",34,52.5,4.94,42,60,1.54411764705882,123.202085858965,0.0698145153200803,0.0997350218858289,0.8479495787864,"B1R3",1,"Malvidins","trihydroxylated",0.222910582710195
"248","B1R3",2,"1st point",368.789,"M3G",34,53,5.25,42,60,1.55882352941176,107.232929053438,0.0607653264636148,0.0868076092337355,0.694460873869884,"B1R3",1,"Malvidins","trihydroxylated",0.191150143473767
"249","B1R3",3,"1st point",387.135,"M3G",34,54.5,5.1,42.3,60,1.60294117647059,115.631229951401,0.065524363639127,0.0929423597718114,0.770874866342671,"B1R3",1,"Malvidins","trihydroxylated",0.200134410298498
"250","B1R4",1,"1st point",426.889,"M3G",36,51.5,5.8,44.8,60,1.43055555555556,113.567978043245,0.0681407868259469,0.0912599823561789,0.704904691302899,"B1R4",1,"Malvidins","trihydroxylated",0.212884262265183
"251","B1R4",2,"1st point",443.561,"M3G",36,50,5.66,44.7,60,1.38888888888889,114.483327253936,0.0686899963523618,0.0922013373857206,0.728162505502069,"B1R4",1,"Malvidins","trihydroxylated",0.218161955134051
"252","B1R4",3,"1st point",343.753,"M3G",36,54,6.27,45,60,1.5,96.33723326646,0.057802339959876,0.077069786613168,0.553132439807426,"B1R4",1,"Malvidins","trihydroxylated",0.183368294729163
"253","B2R1",1,"1st point",466.326,"M3G",50,50,6.32,54.9,60,1,86.5799197519606,0.0721499331266339,0.0788523859307474,0.68496771955665,"B2R1",2,"Malvidins","trihydroxylated",0.208679311812268
"254","B2R1",2,"1st point",457.965,"M3G",50,53,5.99,54.9,60,1.06,90.158326098851,0.0751319384157092,0.0821114081046002,0.752573673613114,"B2R1",2,"Malvidins","trihydroxylated",0.219219779925831
"255","B2R1",3,"1st point",493.265,"M3G",50,52,5.92,55.1,60,1.04,95.1528302024439,0.0792940251687033,0.0863455809459564,0.803655660493614,"B2R1",2,"Malvidins","trihydroxylated",0.231937798042434
"256","B2R2",1,"1st point",672.694,"M3G",54,52.5,6.6,59.6,60,0.972222222222222,120.767217358705,0.108690495622834,0.10941996203641,0.988095414753038,"B2R2",2,"Malvidins","trihydroxylated",0.344712561553894
"257","B2R2",2,"1st point",625.507,"M3G",54,52,7.08,59.2,60,0.962962962962963,111.32974108524,0.100196766976716,0.101550777341266,0.849125143870474,"B2R2",2,"Malvidins","trihydroxylated",0.31185037631467
"258","B2R2",3,"1st point",595.072,"M3G",54,54,6.92,59.3,60,1,110.060860842604,0.099054774758344,0.100224055404733,0.858856428540555,"B2R2",2,"Malvidins","trihydroxylated",0.292348561006748
"259","B2R3",1,"1st point",374.558,"M3G",44,52,5.74,47,60,1.18181818181818,82.5418417256645,0.0605306839321539,0.0772732135304093,0.632724919151435,"B2R3",2,"Malvidins","trihydroxylated",0.184633572861572
"260","B2R3",2,"1st point",313,"M3G",44,51,5.77,47,60,1.15909090909091,67.9413090875931,0.0498236266642349,0.0636046297841297,0.518096637756342,"B2R3",2,"Malvidins","trihydroxylated",0.150099706365129
"261","B2R3",3,"1st point",281.297,"M3G",44,51.5,6.3,46.9,60,1.17045454545455,61.8397694112381,0.0453491642349079,0.0580159883602233,0.431896802237218,"B2R3",2,"Malvidins","trihydroxylated",0.135213940361116
"262","B3R1",1,"1st point",436.046,"M3G",48,57,6.38,51.9,60,1.1875,96.2556572587999,0.07700452580704,0.0890225731873294,0.724180493483134,"B3R1",3,"Malvidins","trihydroxylated",0.237570933795368
"263","B3R1",2,"1st point",383.604,"M3G",48,56,6.52,51.9,60,1.16666666666667,83.4084108456441,0.0667267286765153,0.0771407267936593,0.61404965039738,"B3R1",3,"Malvidins","trihydroxylated",0.204507138427868
"264","B3R1",3,"1st point",492.268,"M3G",48,57,5.99,51.9,60,1.1875,108.432134552252,0.0867457076418019,0.100284055077228,0.868905251837749,"B3R1",3,"Malvidins","trihydroxylated",0.279743448841875
"265","B3R2",1,"1st point",447.242,"M3G",44,56,6.03,49.4,60,1.27272727272727,105.762800722896,0.0775593871967901,0.0942016848544009,0.771735195987961,"B3R2",3,"Malvidins","trihydroxylated",0.240359360447444
"266","B3R2",2,"1st point",419.455,"M3G",44,52.5,5.42,49.4,60,1.19318181818182,93.1057638900403,0.0682775601860296,0.0829282107522626,0.755840149660844,"B3R2",3,"Malvidins","trihydroxylated",0.211251044136422
"267","B3R2",3,"1st point",436.918,"M3G",45,54,6.38,49.7,60,1.2,97.4597191318621,0.0730947893488966,0.0882432064574204,0.687411812058589,"B3R2",3,"Malvidins","trihydroxylated",0.225453923034835
"268","B3R3",1,"1st point",433.341,"M3G",46,52.5,6.39,51.1,60,1.14130434782609,91.948103426401,0.0704935459602407,0.0827712868417699,0.661911229673622,"B3R3",3,"Malvidins","trihydroxylated",0.244461467262448
"269","B3R3",2,"1st point",423.041,"M3G",46,53.5,6.05,51.4,60,1.16304347826087,91.5146795629178,0.0701612543315703,0.0819002968851015,0.695814092544499,"B3R3",3,"Malvidins","trihydroxylated",0.237478885950514
"270","B3R3",3,"1st point",479.338,"M3G",46,54,6.25,51.3,60,1.17391304347826,104.423172810822,0.0800577658216305,0.0936348138264684,0.768554551887653,"B3R3",3,"Malvidins","trihydroxylated",0.271337508663141
"271","B1R2",1,"Harvest",43.1,"D3Gac",69,54.5,10.67,75.33,60,0.789855072463768,7.41765100032512,0.00853029865037388,0.0067943438075459,0.0479679399271259,"B1R2",1,"Delphinidins","trihydroxylated",0.646739529150708
"272","B1R2",2,"Harvest",33.921,"D3Gac",69,57,11.24,75.67,60,0.826086956521739,6.37497165150782,0.007331217399234,0.00581304405912567,0.039134612451427,"B1R2",1,"Delphinidins","trihydroxylated",0.552419438263724
"273","B1R2",3,"Harvest",44.926,"D3Gac",69,51.5,10.58,75.98,60,0.746376811594203,7.25790533057382,0.00834659113015989,0.00659114856290594,0.0473341651993945,"B1R2",1,"Delphinidins","trihydroxylated",0.578645878472856
"274","B1R3",1,"Harvest",50.113,"D3Gac",47,52,8.71,52.66,60,1.1063829787234,11.8053263277985,0.00924750562344216,0.010536466718696,0.0637026793807726,"B1R3",1,"Delphinidins","trihydroxylated",0.417779867469147
"275","B1R3",2,"Harvest",47.283,"D3Gac",47,57,8.71,52.89,60,1.21276595744681,12.3144958692438,0.00964635509757432,0.0109431141209011,0.0664502073311664,"B1R3",1,"Delphinidins","trihydroxylated",0.436330408535473
"276","B1R3",3,"Harvest",37.123,"D3Gac",47,57,8.76,52.14,60,1.21276595744681,10.0672403289083,0.00788600492431151,0.00907480428574397,0.054013732358298,"B1R3",1,"Delphinidins","trihydroxylated",0.370983645814335
"277","B1R4",1,"Harvest",49.545,"D3Gac",47,53,8.05,51.76,60,1.12765957446809,11.915534281978,0.0093338351875494,0.0108197471262165,0.0695689579196228,"B1R4",1,"Delphinidins","trihydroxylated",0.425581944799076
"278","B1R4",2,"Harvest",53.324,"D3Gac",47,52,7.04,51.59,60,1.1063829787234,12.4532555170527,0.00975505015502462,0.0113452802733374,0.0831396320030508,"B1R4",1,"Delphinidins","trihydroxylated",0.443196768192595
"279","B1R4",3,"Harvest",49.527,"D3Gac",47,54.5,8.19,51.77,60,1.15957446808511,12.2489596470328,0.00959501839017569,0.0111203612789365,0.0702931750196022,"B1R4",1,"Delphinidins","trihydroxylated",0.438307262751535
"280","B2R1",1,"Harvest",54.444,"D3Gac",60,50.5,9.79,67.05,60,0.841666666666667,9.64557982248161,0.00964557982248161,0.00863139134002829,0.0591148916597443,"B2R1",2,"Delphinidins","trihydroxylated",0.593765577542708
"281","B2R1",2,"Harvest",44.756,"D3Gac",60,53.5,10.54,67.21,60,0.891666666666667,8.64308453401423,0.00864308453401423,0.00771589156436324,0.0492016197382214,"B2R1",2,"Delphinidins","trihydroxylated",0.542577361541735
"282","B2R1",3,"Harvest",53.399,"D3Gac",61,50.5,10.56,67.11,60,0.827868852459016,9.32967278891836,0.00948516733540033,0.0084802568935184,0.0538929962238655,"B2R1",2,"Delphinidins","trihydroxylated",0.571695735910998
"283","B2R2",1,"Harvest",54.771,"D3Gac",58,51,10.42,64.16,60,0.879310344827586,10.1294210317785,0.00979177366405253,0.00915689557112144,0.0563825738813005,"B2R2",2,"Delphinidins","trihydroxylated",0.554522358198067
"284","B2R2",2,"Harvest",44.381,"D3Gac",58,53,10.23,64.18,60,0.913793103448276,8.79506279597754,0.00850189403611162,0.007948171426717,0.0498644811502148,"B2R2",2,"Delphinidins","trihydroxylated",0.503809867469147
"285","B2R2",3,"Harvest",44.658,"D3Gac",58,54.5,10.71,64.23,60,0.939655172413793,9.09145084807587,0.00878840248647334,0.00820962399483731,0.0492347478233801,"B2R2",2,"Delphinidins","trihydroxylated",0.509194868381057
"286","B2R3",1,"Harvest",38.922,"D3Gac",52,53.5,7.54,57.23,60,1.02884615384615,8.87808102666985,0.00769433688978053,0.00806675193756477,0.0612281450115162,"B2R3",2,"Delphinidins","trihydroxylated",0.491965398808438
"287","B2R3",2,"Harvest",37.065,"D3Gac",52,59,7.01,56.82,60,1.13461538461538,9.40650577308885,0.00815230500334367,0.00860855860965541,0.0697772182882482,"B2R3",2,"Delphinidins","trihydroxylated",0.472700403064016
"288","B2R3",3,"Harvest",34.469,"D3Gac",52,54,7.31,57.06,60,1.03846153846154,8.11767070245093,0.00703531460879081,0.00739780715961179,0.0577454003457522,"B2R3",2,"Delphinidins","trihydroxylated",0.440810807951851
"289","B3R1",1,"Harvest",38.566,"D3Gac",56,57.5,8.93,62.67,60,1.02678571428571,8.79363405721581,0.00820739178673476,0.00785772310841049,0.0551448496309166,"B3R1",3,"Delphinidins","trihydroxylated",0.498123489269864
"290","B3R1",2,"Harvest",31.748,"D3Gac",56,55.5,9.59,62.56,60,0.991071428571429,7.25539117662385,0.0067716984315156,0.00649459568239987,0.0423672477467086,"B3R1",3,"Delphinidins","trihydroxylated",0.404654754696334
"291","B3R1",3,"Harvest",34.548,"D3Gac",56,52.5,8.9,62.95,60,0.9375,7.34196037753055,0.00685249635236185,0.00653137062973329,0.0461966046226641,"B3R1",3,"Delphinidins","trihydroxylated",0.409775027357286
"292","B3R2",1,"Harvest",41.069,"D3Gac",55,56.5,9.17,61.52,60,1.02727272727273,9.26675691807737,0.00849452717490425,0.00828464939034875,0.055580330479199,"B3R2",3,"Delphinidins","trihydroxylated",0.474395522828135
"293","B3R2",2,"Harvest",49.422,"D3Gac",55,52.5,9.66,61.82,60,0.954545454545455,10.0648923117736,0.00922615128579245,0.00895453052648895,0.0573052874893941,"B3R2",3,"Delphinidins","trihydroxylated",0.491262534196608
"294","B3R2",3,"Harvest",41.831,"D3Gac",55,59,8.45,61.45,60,1.07272727272727,9.82587269742842,0.00900704997264271,0.00879451583984643,0.0639553844211317,"B3R2",3,"Delphinidins","trihydroxylated",0.50080960423126
"295","B3R3",1,"Harvest",58.866,"D3Gac",54,54,8.69,60.68,60,1,12.2665876345067,0.011039928871056,0.0109162118039446,0.076225055496359,"B3R3",3,"Delphinidins","trihydroxylated",0.547544603319351
"296","B3R3",2,"Harvest",49.457,"D3Gac",54,51,8.82,60.48,60,0.944444444444444,9.96441425010639,0.00896797282509575,0.00889679843759499,0.0610066178577942,"B3R3",3,"Delphinidins","trihydroxylated",0.482968108699617
"297","B3R3",3,"Harvest",44.548,"D3Gac",54,54,8.45,60.31,60,1,9.6552434798468,0.00868971913186212,0.00864505302456852,0.0617021476818612,"B3R3",3,"Delphinidins","trihydroxylated",0.482112814152836
"298","B1R2",1,"1st point",21.522,"D3Gac",56,55.5,6.57,60.8,60,0.991071428571429,5.40700590787108,0.00504653884734634,0.00498013702040758,0.0460871127611538,"B1R2",1,"Delphinidins","trihydroxylated",0.266494035199708
"299","B1R2",2,"1st point",19.137,"D3Gac",56,54.5,6.69,60.8,60,0.973214285714286,4.88625280086501,0.00456050261414068,0.00450049600079672,0.0409013687366877,"B1R2",1,"Delphinidins","trihydroxylated",0.243837950027357
"300","B1R2",3,"1st point",15.572,"D3Gac",56,55,5.95,60.5,60,0.982142857142857,4.29249986972721,0.00400633321174539,0.00397322301991279,0.0403999987739031,"B1R2",1,"Delphinidins","trihydroxylated",0.218020615234969
"301","B1R3",1,"1st point",40.206,"D3Gac",34,52.5,4.94,42,60,1.54411764705882,13.68604161526,0.00775542358198067,0.0110791765456867,0.0941954281212227,"B1R3",1,"Delphinidins","trihydroxylated",0.222910582710195
"302","B1R3",2,"1st point",28.371,"D3Gac",34,53,5.25,42,60,1.55882352941176,10.4516800592205,0.00592261870022494,0.0084608838574642,0.0676870708597136,"B1R3",1,"Delphinidins","trihydroxylated",0.191150143473767
"303","B1R3",3,"1st point",27.507,"D3Gac",34,54.5,5.1,42.3,60,1.60294117647059,10.4948941112101,0.00594710666301903,0.00843561228797026,0.0699659607414004,"B1R3",1,"Delphinidins","trihydroxylated",0.200134410298498
"304","B1R4",1,"1st point",33.14,"D3Gac",36,51.5,5.8,44.8,60,1.43055555555556,10.8359299957444,0.00650155799744665,0.00870744374658034,0.0672574965253102,"B1R4",1,"Delphinidins","trihydroxylated",0.212884262265183
"305","B1R4",2,"1st point",37.408,"D3Gac",36,50,5.66,44.7,60,1.38888888888889,11.6014398038381,0.00696086388230288,0.00934344145275554,0.0737900764908432,"B1R4",1,"Delphinidins","trihydroxylated",0.218161955134051
"306","B1R4",3,"1st point",28.099,"D3Gac",36,54,6.27,45,60,1.5,9.9828652197702,0.00598971913186212,0.00798629217581616,0.0573178864293026,"B1R4",1,"Delphinidins","trihydroxylated",0.183368294729163
"307","B2R1",1,"1st point",23.093,"D3Gac",50,50,6.32,54.9,60,1,5.74223964982674,0.00478519970818895,0.0052297264570371,0.0454291111536925,"B2R1",2,"Delphinidins","trihydroxylated",0.208679311812268
"308","B2R1",2,"1st point",22.309,"D3Gac",50,53,5.99,54.9,60,1.06,5.93520736822907,0.00494600614019089,0.00540547119146546,0.0495426324560023,"B2R1",2,"Delphinidins","trihydroxylated",0.219219779925831
"309","B2R1",3,"1st point",25.662,"D3Gac",50,52,5.92,55.1,60,1.04,6.45920992157578,0.00538267493464648,0.00586135201594898,0.0545541378511468,"B2R1",2,"Delphinidins","trihydroxylated",0.231937798042434
"310","B2R2",1,"1st point",55.575,"D3Gac",54,52.5,6.6,59.6,60,0.972222222222222,11.342302976878,0.0102080726791902,0.0102765832340841,0.0928006607199111,"B2R2",2,"Delphinidins","trihydroxylated",0.344712561553894
"311","B2R2",2,"1st point",49.651,"D3Gac",54,52,7.08,59.2,60,0.962962962962963,10.1938665639924,0.00917447990759317,0.00929845936580389,0.0777498297253658,"B2R2",2,"Delphinidins","trihydroxylated",0.31185037631467
"312","B2R2",3,"1st point",35.51,"D3Gac",54,54,6.92,59.3,60,1,8.00687579792085,0.00720618821812876,0.00729125283453163,0.0624814007352205,"B2R2",2,"Delphinidins","trihydroxylated",0.292348561006748
"313","B2R3",1,"1st point",25.3,"D3Gac",44,52,5.74,47,60,1.18181818181818,7.26198497836287,0.00532545565079944,0.00679845402229716,0.0556667838062659,"B2R3",2,"Delphinidins","trihydroxylated",0.184633572861572
"314","B2R3",2,"1st point",17.621,"D3Gac",44,51,5.77,47,60,1.15909090909091,5.49901223616799,0.00403260897318986,0.00514801145513599,0.0419335421822169,"B2R3",2,"Delphinidins","trihydroxylated",0.150099706365129
"315","B2R3",3,"1st point",13.964,"D3Gac",44,51.5,6.3,46.9,60,1.17045454545455,4.77226530764512,0.00349966122560642,0.00447717854022143,0.0333301069105373,"B2R3",2,"Delphinidins","trihydroxylated",0.135213940361116
"316","B3R1",1,"1st point",33.928,"D3Gac",48,57,6.38,51.9,60,1.1875,9.16553779865037,0.0073324302389203,0.00847679796406971,0.068957024190473,"B3R1",3,"Delphinidins","trihydroxylated",0.237570933795368
"317","B3R1",2,"1st point",25.835,"D3Gac",48,56,6.52,51.9,60,1.16666666666667,7.28271931424403,0.00582617545139522,0.00673546294958985,0.053615111515907,"B3R1",3,"Delphinidins","trihydroxylated",0.204507138427868
"318","B3R1",3,"1st point",47.095,"D3Gac",48,57,5.99,51.9,60,1.1875,12.0172271110706,0.00961378168885646,0.0111141984842271,0.0962983140786958,"B3R1",3,"Delphinidins","trihydroxylated",0.279743448841875
"319","B3R2",1,"1st point",34.018,"D3Gac",44,56,6.03,49.4,60,1.27272727272727,9.84424253477691,0.00721911119216974,0.00876815124555029,0.0718319521608929,"B3R2",3,"Delphinidins","trihydroxylated",0.240359360447444
"320","B3R2",2,"1st point",30.517,"D3Gac",44,52.5,5.42,49.4,60,1.19318181818182,8.46710804470015,0.00620921256611344,0.00754155372402442,0.0687366704735805,"B3R2",3,"Delphinidins","trihydroxylated",0.211251044136422
"321","B3R2",3,"1st point",31.22,"D3Gac",45,54,6.38,49.7,60,1.2,8.66934889658946,0.00650201167244209,0.00784951107337074,0.0611474451953802,"B3R2",3,"Delphinidins","trihydroxylated",0.225453923034835
"322","B3R3",1,"1st point",43.19,"D3Gac",46,52.5,6.39,51.1,60,1.14130434782609,10.7368992300312,0.00823162274302389,0.00966531046147619,0.0772922323288628,"B3R3",3,"Delphinidins","trihydroxylated",0.244461467262448
"323","B3R3",2,"1st point",41.798,"D3Gac",46,53.5,6.05,51.4,60,1.16304347826087,10.6461432173754,0.00816204313332118,0.00952767680932433,0.080945882313929,"B3R3",3,"Delphinidins","trihydroxylated",0.237478885950514
"324","B3R3",3,"1st point",46.833,"D3Gac",46,54,6.25,51.3,60,1.17391304347826,11.823635902275,0.00906478752507751,0.0106020906726053,0.0870219602407441,"B3R3",3,"Delphinidins","trihydroxylated",0.271337508663141
"325","B1R2",1,"Harvest",7.2,"C3Gac",69,54.5,10.67,75.33,60,0.789855072463768,2.24606663019029,0.00258297662471883,0.0020573290519465,0.0145247045438734,"B1R2",1,"Cyanidins","dihydroxylated",0.646739529150708
"326","B1R2",2,"Harvest",5.574,"C3Gac",69,57,11.24,75.67,60,0.826086956521739,2.10411865925509,0.00241973645814335,0.0019186492333633,0.0129167426591282,"B1R2",1,"Cyanidins","dihydroxylated",0.552419438263724
"327","B1R2",3,"Harvest",6.979,"C3Gac",69,51.5,10.58,75.98,60,0.746376811594203,2.09234617143371,0.00240619809714876,0.00190013011093611,0.0136457359006546,"B1R2",1,"Cyanidins","dihydroxylated",0.578645878472856
"328","B1R3",1,"Harvest",7.89,"C3Gac",47,52,8.71,52.66,60,1.1063829787234,3.28539043309882,0.00257355583926075,0.0029322702308326,0.0177282836229213,"B1R3",1,"Cyanidins","dihydroxylated",0.417779867469147
"329","B1R3",2,"Harvest",6.309,"C3Gac",47,57,8.71,52.89,60,1.21276595744681,3.25159739387895,0.00254708462520518,0.0028894890813445,0.0175459331242607,"B1R3",1,"Cyanidins","dihydroxylated",0.436330408535473
"330","B1R3",3,"Harvest",4.906,"C3Gac",47,57,8.76,52.14,60,1.21276595744681,2.94127263766924,0.00230399689950757,0.0026513197922987,0.0157808006815587,"B1R3",1,"Cyanidins","dihydroxylated",0.370983645814335
"331","B1R4",1,"Harvest",6.273,"C3Gac",47,53,8.05,51.76,60,1.12765957446809,3.01601119126429,0.0023625420998237,0.00273865003843551,0.0176090094396797,"B1R4",1,"Cyanidins","dihydroxylated",0.425581944799076
"332","B1R4",2,"Harvest",7.689,"C3Gac",47,52,7.04,51.59,60,1.1063829787234,3.24483180119596,0.00254178491093684,0.00295613674464451,0.021662939581848,"B1R4",1,"Cyanidins","dihydroxylated",0.443196768192595
"333","B1R4",3,"Harvest",7.271,"C3Gac",47,54.5,8.19,51.77,60,1.15957446808511,3.31243243138366,0.0025947387379172,0.00300723052491852,0.0190090750030564,"B1R4",1,"Cyanidins","dihydroxylated",0.438307262751535
"334","B2R1",1,"Harvest",7.939,"C3Gac",60,50.5,9.79,67.05,60,0.841666666666667,2.50684038543377,0.00250684038543377,0.00224325761560069,0.0153636795838637,"B2R1",2,"Cyanidins","dihydroxylated",0.593765577542708
"335","B2R1",2,"Harvest",7.344,"C3Gac",60,53.5,10.54,67.21,60,0.891666666666667,2.5590003951608,0.0025590003951608,0.00228448182874049,0.0145673646783347,"B2R1",2,"Cyanidins","dihydroxylated",0.542577361541735
"336","B2R1",3,"Harvest",7.76,"C3Gac",61,50.5,10.56,67.11,60,0.827868852459016,2.43871773559407,0.00247936303118731,0.00221668576771328,0.0140872899499279,"B2R1",2,"Cyanidins","dihydroxylated",0.571695735910998
"337","B2R2",1,"Harvest",10.67,"C3Gac",58,51,10.42,64.16,60,0.879310344827586,3.05693051249316,0.00295503282874339,0.00276343469022137,0.0170155441194437,"B2R2",2,"Cyanidins","dihydroxylated",0.554522358198067
"338","B2R2",2,"Harvest",7.249,"C3Gac",58,53,10.23,64.18,60,0.913793103448276,2.60666857433949,0.00251977962186151,0.00235566807902291,0.0147787661106247,"B2R2",2,"Cyanidins","dihydroxylated",0.503809867469147
"339","B2R2",3,"Harvest",8.63,"C3Gac",58,54.5,10.71,64.23,60,0.939655172413793,2.91711261139447,0.00281987552434799,0.00263416676725641,0.0157976219851428,"B2R2",2,"Cyanidins","dihydroxylated",0.509194868381057
"340","B2R3",1,"Harvest",6.995,"C3Gac",52,53.5,7.54,57.23,60,1.02884615384615,2.88720538307215,0.0025022446653292,0.00262335628026825,0.0199117612625666,"B2R3",2,"Cyanidins","dihydroxylated",0.491965398808438
"341","B2R3",2,"Harvest",5.613,"C3Gac",52,59,7.01,56.82,60,1.13461538461538,2.89803904375763,0.00251163383792328,0.00265220046243218,0.0214975792118968,"B2R3",2,"Cyanidins","dihydroxylated",0.472700403064016
"342","B2R3",3,"Harvest",5.33,"C3Gac",52,54,7.31,57.06,60,1.03846153846154,2.59884327782376,0.0022523308407806,0.00236838153604689,0.018486983645258,"B2R3",2,"Cyanidins","dihydroxylated",0.440810807951851
"343","B3R1",1,"Harvest",6.902,"C3Gac",56,57.5,8.93,62.67,60,1.02678571428571,2.86400741903546,0.00267307359109976,0.00255918965160341,0.0179601809032459,"B3R1",3,"Cyanidins","dihydroxylated",0.498123489269864
"344","B3R1",2,"Harvest",6.277,"C3Gac",56,55.5,9.59,62.56,60,0.991071428571429,2.65141883353743,0.00247465757796827,0.0023733928177445,0.0154827377140872,"B3R1",3,"Cyanidins","dihydroxylated",0.404654754696334
"345","B3R1",3,"Harvest",7.334,"C3Gac",56,52.5,8.9,62.95,60,0.9375,2.68882796826555,0.00250957277038118,0.00239196769218222,0.0169184681149293,"B3R1",3,"Cyanidins","dihydroxylated",0.409775027357286
"346","B3R2",1,"Harvest",8.24,"C3Gac",55,56.5,9.17,61.52,60,1.02727272727273,3.11604811566329,0.00285637743935802,0.00278580374449742,0.0186894925148834,"B3R2",3,"Cyanidins","dihydroxylated",0.474395522828135
"347","B3R2",2,"Harvest",9.562,"C3Gac",55,52.5,9.66,61.82,60,0.954545454545455,3.12559232669574,0.00286512629947109,0.00278077609136631,0.0177958155246652,"B3R2",3,"Cyanidins","dihydroxylated",0.491262534196608
"348","B3R2",3,"Harvest",7.655,"C3Gac",55,59,8.45,61.45,60,1.07272727272727,3.13947341369191,0.00287785062921758,0.00280994365749479,0.0204344423376396,"B3R2",3,"Cyanidins","dihydroxylated",0.50080960423126
"349","B3R3",1,"Harvest",10.71,"C3Gac",54,54,8.69,60.68,60,1,3.48380448659493,0.00313542403793544,0.0031002874468709,0.0216484973850548,"B3R3",3,"Cyanidins","dihydroxylated",0.547544603319351
"350","B3R3",2,"Harvest",9.807,"C3Gac",54,51,8.82,60.48,60,0.944444444444444,3.13471842259915,0.00282124658033923,0.00279885573446352,0.0191921536077499,"B3R3",3,"Cyanidins","dihydroxylated",0.482968108699617
"351","B3R3",3,"Harvest",9.761,"C3Gac",54,54,8.45,60.31,60,1,3.31072405617363,0.00297965165055626,0.00296433591499546,0.021157289826435,"B3R3",3,"Cyanidins","dihydroxylated",0.482112814152836
"352","B1R2",1,"1st point",5.747,"C3Gac",56,55.5,6.57,60.8,60,0.991071428571429,2.55561947969047,0.00238524484771111,0.00235386004708333,0.0217830579699645,"B1R2",1,"Cyanidins","dihydroxylated",0.266494035199708
"353","B1R2",2,"1st point",4.872,"C3Gac",56,54.5,6.69,60.8,60,0.973214285714286,2.35426268856987,0.00219731184266521,0.0021683998447354,0.0197068326696431,"B1R2",1,"Cyanidins","dihydroxylated",0.243837950027357
"354","B1R2",3,"1st point",4.882,"C3Gac",56,55,5.95,60.5,60,0.982142857142857,2.37765267971132,0.00221914250106389,0.00220080248039395,0.0223779075737536,"B1R2",1,"Cyanidins","dihydroxylated",0.218020615234969
"355","B1R3",1,"1st point",8.329,"C3Gac",34,52.5,4.94,42,60,1.54411764705882,4.70886885668001,0.00266835901878534,0.00381194145540762,0.0324092188516438,"B1R3",1,"Cyanidins","dihydroxylated",0.222910582710195
"356","B1R3",2,"1st point",6.727,"C3Gac",34,53,5.25,42,60,1.55882352941176,4.29826468978983,0.00243568332421424,0.00347954760602034,0.0278363808481627,"B1R3",1,"Cyanidins","dihydroxylated",0.191150143473767
"357","B1R3",3,"1st point",6.525,"C3Gac",34,54.5,5.1,42.3,60,1.60294117647059,4.36085950156097,0.00247115371755122,0.00350518257808684,0.0290723966770732,"B1R3",1,"Cyanidins","dihydroxylated",0.200134410298498
