"","ï..Sample","Rep","Set","mAU","short_name_antho","Extract_ini_vol","Extract_final_vol","Skin_weight_aft","Berry_weight","Berry_numb","dilution_factor","concetration_mg_l","antho_mg_berry","antho_mg_g_berry_weight","antho_mg_g_Skin","Block_id","treatment","main_antho","hydroxylation","total_antho_mg_berry"
"477","B2R3",3,"1st point",30.983,"Peo3Gac",44,51.5,6.3,46.9,60,1.17045454545455,8.405306691758,0.00616389157395586,0.00788557557435718,0.0587037292757701,"B2R3",2,"Peonidins","dihydroxylated",0.135213940361116
"478","B3R1",1,"1st point",51.02,"Peo3Gac",48,57,6.38,51.9,60,1.1875,12.8672977840598,0.0102938382272479,0.0119003910141594,0.0968072560556225,"B3R1",3,"Peonidins","dihydroxylated",0.237570933795368
"479","B3R1",2,"1st point",45.589,"Peo3Gac",48,56,6.52,51.9,60,1.16666666666667,11.4859535534075,0.009188762842726,0.0106228472170243,0.0845591672643497,"B3R1",3,"Peonidins","dihydroxylated",0.204507138427868
"480","B3R1",3,"1st point",64.983,"Peo3Gac",48,57,5.99,51.9,60,1.1875,15.8913835947474,0.0127131068757979,0.0146972333824253,0.127343307603986,"B3R1",3,"Peonidins","dihydroxylated",0.279743448841875
"481","B3R2",1,"1st point",53.213,"Peo3Gac",44,56,6.03,49.4,60,1.27272727272727,14.2998325402484,0.0104865438628488,0.0127366929508285,0.104343720028346,"B3R2",3,"Peonidins","dihydroxylated",0.240359360447444
"482","B3R2",2,"1st point",49.974,"Peo3Gac",44,52.5,5.42,49.4,60,1.19318181818182,12.7012387462073,0.00931424174721867,0.0113128442273911,0.103109687238583,"B3R2",3,"Peonidins","dihydroxylated",0.211251044136422
"483","B3R2",3,"1st point",51.46,"Peo3Gac",45,54,6.38,49.7,60,1.2,13.0990406711654,0.00982428050337407,0.0118602983944154,0.0923913526963078,"B3R2",3,"Peonidins","dihydroxylated",0.225453923034835
"484","B3R3",1,"1st point",68.223,"Peo3Gac",46,52.5,6.39,51.1,60,1.14130434782609,15.9475998937427,0.0122264932518694,0.0143559607654044,0.11480275353868,"B3R3",3,"Peonidins","dihydroxylated",0.244461467262448
"485","B3R3",2,"1st point",60.884,"Peo3Gac",46,53.5,6.05,51.4,60,1.16304347826087,14.694629051059,0.0112658822724786,0.0131508353375236,0.111727758074168,"B3R3",3,"Peonidins","dihydroxylated",0.237478885950514
"486","B3R3",3,"1st point",68.595,"Peo3Gac",46,54,6.25,51.3,60,1.17391304347826,16.4828909911267,0.0126368830931972,0.0147799802259616,0.121314077694693,"B3R3",3,"Peonidins","dihydroxylated",0.271337508663141
"487","B1R2",1,"Harvest",1073.7,"M3Gac",69,54.5,10.67,75.33,60,0.789855072463768,155.881017347427,0.179263169949541,0.14278229386662,1.00804031836668,"B1R2",1,"Malvidins","trihydroxylated",0.646739529150708
"488","B1R2",2,"Harvest",861.266,"M3Gac",69,57,11.24,75.67,60,0.826086956521739,131.02551205703,0.150679338865585,0.119476150811882,0.804338107823405,"B1R2",1,"Malvidins","trihydroxylated",0.552419438263724
"489","B1R2",3,"Harvest",984.588,"M3Gac",69,51.5,10.58,75.98,60,0.746376811594203,135.169984034975,0.155445481640221,0.122752420352899,0.881543374141141,"B1R2",1,"Malvidins","trihydroxylated",0.578645878472856
"490","B1R3",1,"Harvest",629.801,"M3Gac",47,52,8.71,52.66,60,1.1063829787234,128.777227872612,0.100875495166879,0.114935999050755,0.694894340988837,"B1R3",1,"Malvidins","trihydroxylated",0.417779867469147
"491","B1R3",2,"Harvest",610.816,"M3Gac",47,57,8.71,52.89,60,1.21276595744681,136.960426618445,0.107285667517782,0.121708074325334,0.739051670616181,"B1R3",1,"Malvidins","trihydroxylated",0.436330408535473
"492","B1R3",3,"Harvest",517.236,"M3Gac",47,57,8.76,52.14,60,1.21276595744681,116.261787497914,0.0910717335400328,0.104800613970118,0.62377899684954,"B1R3",1,"Malvidins","trihydroxylated",0.370983645814335
"493","B1R4",1,"Harvest",627.904,"M3Gac",47,53,8.05,51.76,60,1.12765957446809,130.863567079678,0.102509794212414,0.118828973198316,0.764048155620478,"B1R4",1,"Malvidins","trihydroxylated",0.425581944799076
"494","B1R4",2,"Harvest",673.963,"M3Gac",47,52,7.04,51.59,60,1.1063829787234,137.688423405419,0.107855931667579,0.125438183757603,0.919226690348681,"B1R4",1,"Malvidins","trihydroxylated",0.443196768192595
"495","B1R4",3,"Harvest",630.047,"M3Gac",47,54.5,8.19,51.77,60,1.15957446808511,135.020466160395,0.105766031825643,0.122579909398079,0.774842723997384,"B1R4",1,"Malvidins","trihydroxylated",0.438307262751535
"496","B2R1",1,"Harvest",983.913,"M3Gac",60,50.5,9.79,67.05,60,0.841666666666667,152.3235070521,0.1523235070521,0.13630738886094,0.933545497765682,"B2R1",2,"Malvidins","trihydroxylated",0.593765577542708
"497","B2R1",2,"Harvest",872.987,"M3Gac",60,53.5,10.54,67.21,60,0.891666666666667,143.333213113259,0.143333213113259,0.127957041910364,0.815938594572633,"B2R1",2,"Malvidins","trihydroxylated",0.542577361541735
"498","B2R1",3,"Harvest",946.535,"M3Gac",61,50.5,10.56,67.11,60,0.827868852459016,144.182759677453,0.146585805672077,0.131055704668822,0.832873895864076,"B2R1",2,"Malvidins","trihydroxylated",0.571695735910998
"499","B2R2",1,"Harvest",793.253,"M3Gac",58,51,10.42,64.16,60,0.879310344827586,128.559999559768,0.124274666241109,0.11621695720802,0.715593087760704,"B2R2",2,"Malvidins","trihydroxylated",0.554522358198067
"500","B2R2",2,"Harvest",708.974,"M3Gac",58,53,10.23,64.18,60,0.913793103448276,119.555686542102,0.115570496990699,0.108043468673137,0.677832826924918,"B2R2",2,"Malvidins","trihydroxylated",0.503809867469147
"501","B2R2",3,"Harvest",668.494,"M3Gac",58,54.5,10.71,64.23,60,0.939655172413793,116.002033401045,0.112135298954344,0.10475039603395,0.628208957727416,"B2R2",2,"Malvidins","trihydroxylated",0.509194868381057
"502","B2R3",1,"Harvest",766.916,"M3Gac",52,53.5,7.54,57.23,60,1.02884615384615,145.481004047475,0.126083536841145,0.132186129835204,1.00331726929293,"B2R3",2,"Malvidins","trihydroxylated",0.491965398808438
"503","B2R3",2,"Harvest",649.78,"M3Gac",52,59,7.01,56.82,60,1.13461538461538,136.197653937345,0.118037966745699,0.124644104272121,1.01031069967788,"B2R3",2,"Malvidins","trihydroxylated",0.472700403064016
"504","B2R3",3,"Harvest",671.911,"M3Gac",52,54,7.31,57.06,60,1.03846153846154,128.847015951402,0.111667413824549,0.117421045031071,0.916558800201493,"B2R3",2,"Malvidins","trihydroxylated",0.440810807951851
"505","B3R1",1,"Harvest",698.644,"M3Gac",56,57.5,8.93,62.67,60,1.02678571428571,132.404551568484,0.123577581463919,0.118312667749085,0.830308498077842,"B3R1",3,"Malvidins","trihydroxylated",0.498123489269864
"506","B3R1",2,"Harvest",579.157,"M3Gac",56,55.5,9.59,62.56,60,0.991071428571429,106.201482667205,0.0991213838227248,0.0950652658146338,0.620154643312147,"B3R1",3,"Malvidins","trihydroxylated",0.404654754696334
"507","B3R1",3,"Harvest",635.221,"M3Gac",56,52.5,8.9,62.95,60,0.9375,110.046855051979,0.102710398048514,0.0978971228421099,0.69242964976526,"B3R1",3,"Malvidins","trihydroxylated",0.409775027357286
"508","B3R2",1,"Harvest",626.214,"M3Gac",55,56.5,9.17,61.52,60,1.02727272727273,118.897159982093,0.108989063316919,0.106296225601677,0.713123642204486,"B3R2",3,"Malvidins","trihydroxylated",0.474395522828135
"509","B3R2",2,"Harvest",698.182,"M3Gac",55,52.5,9.66,61.82,60,0.954545454545455,123.008702104024,0.112757976928689,0.109438347067637,0.700360105147135,"B3R2",3,"Malvidins","trihydroxylated",0.491262534196608
"510","B3R2",3,"Harvest",642.084,"M3Gac",55,59,8.45,61.45,60,1.07272727272727,127.26299902177,0.116657749103289,0.113905043876279,0.828339046887259,"B3R2",3,"Malvidins","trihydroxylated",0.50080960423126
"511","B3R3",1,"Harvest",745.45,"M3Gac",54,54,8.69,60.68,60,1,137.487087360934,0.12373837862484,0.122351725733198,0.854350140102466,"B3R3",3,"Malvidins","trihydroxylated",0.547544603319351
"512","B3R3",2,"Harvest",690.365,"M3Gac",54,51,8.82,60.48,60,0.944444444444444,120.360547753663,0.108324492978297,0.107464774780056,0.736901312777528,"B3R3",3,"Malvidins","trihydroxylated",0.482968108699617
"513","B3R3",3,"Harvest",672.142,"M3Gac",54,54,8.45,60.31,60,1,124.117034470181,0.111705331023163,0.111131153397277,0.793173948093462,"B3R3",3,"Malvidins","trihydroxylated",0.482112814152836
"514","B1R2",1,"1st point",399.69,"M3Gac",56,55.5,6.57,60.8,60,0.991071428571429,73.7621946731456,0.0688447150282692,0.0679388635147393,0.628718858705655,"B1R2",1,"Malvidins","trihydroxylated",0.266494035199708
"515","B1R2",2,"1st point",381.787,"M3Gac",56,54.5,6.69,60.8,60,0.973214285714286,69.2554230934577,0.0646383948872272,0.0637878896913426,0.579716546073786,"B1R2",1,"Malvidins","trihydroxylated",0.243837950027357
"516","B1R2",3,"1st point",341.788,"M3Gac",56,55,5.95,60.5,60,0.982142857142857,62.7259695552487,0.0585442382515655,0.0580604015718005,0.590362066402341,"B1R2",1,"Malvidins","trihydroxylated",0.218020615234969
"517","B1R3",1,"1st point",304.744,"M3Gac",34,52.5,4.94,42,60,1.54411764705882,88.1850009655513,0.0499715005471457,0.0713878579244939,0.606941302192053,"B1R3",1,"Malvidins","trihydroxylated",0.222910582710195
"518","B1R3",2,"1st point",259.838,"M3Gac",34,53,5.25,42,60,1.55882352941176,76.2580280224437,0.0432128825460514,0.0617326893515021,0.493861514812017,"B1R3",1,"Malvidins","trihydroxylated",0.191150143473767
"519","B1R3",3,"1st point",273.364,"M3Gac",34,54.5,5.1,42.3,60,1.60294117647059,82.370565973973,0.0466766540519181,0.0662080199317987,0.549137106493154,"B1R3",1,"Malvidins","trihydroxylated",0.200134410298498
"520","B1R4",1,"1st point",295.498,"M3Gac",36,51.5,5.8,44.8,60,1.43055555555556,79.2870871076256,0.0475722522645754,0.063712837854342,0.492126747564573,"B1R4",1,"Malvidins","trihydroxylated",0.212884262265183
"521","B1R4",2,"1st point",315.876,"M3Gac",36,50,5.66,44.7,60,1.38888888888889,82.1396690781608,0.0492838014468965,0.0661527536199953,0.522443124878761,"B1R4",1,"Malvidins","trihydroxylated",0.218161955134051
"522","B1R4",3,"1st point",245.835,"M3Gac",36,54,6.27,45,60,1.5,69.5495258070399,0.041729715484224,0.055639620645632,0.399327420901665,"B1R4",1,"Malvidins","trihydroxylated",0.183368294729163
"523","B2R1",1,"1st point",337.873,"M3Gac",50,50,6.32,54.9,60,1,63.1524165602772,0.052627013800231,0.0575158620767552,0.49962354873637,"B2R1",2,"Malvidins","trihydroxylated",0.208679311812268
"524","B2R1",2,"1st point",348.51,"M3Gac",50,53,5.99,54.9,60,1.06,68.9979576873974,0.0574982980728312,0.0628396700249521,0.575942885537541,"B2R1",2,"Malvidins","trihydroxylated",0.219219779925831
"525","B2R1",3,"1st point",369.472,"M3Gac",50,52,5.92,55.1,60,1.04,71.672122560642,0.059726768800535,0.0650382237392396,0.605338872978395,"B2R1",2,"Malvidins","trihydroxylated",0.231937798042434
"526","B2R2",1,"1st point",458.643,"M3Gac",54,52.5,6.6,59.6,60,0.972222222222222,82.8126051229051,0.0745313446106146,0.0750315549771288,0.677557678278315,"B2R2",2,"Malvidins","trihydroxylated",0.344712561553894
"527","B2R2",2,"1st point",426.963,"M3Gac",54,52,7.08,59.2,60,0.962962962962963,76.4600495808594,0.0688140446227734,0.0697439641447028,0.583169869684521,"B2R2",2,"Malvidins","trihydroxylated",0.31185037631467
"528","B2R2",3,"1st point",404.916,"M3Gac",54,54,6.92,59.3,60,1,75.3798467991975,0.0678418621192778,0.0686426935439573,0.58822423802842,"B2R2",2,"Malvidins","trihydroxylated",0.292348561006748
"529","B2R3",1,"1st point",275.935,"M3Gac",44,52,5.74,47,60,1.18181818181818,61.2844179530118,0.0449419064988753,0.0573726465943089,0.469776026120648,"B2R3",2,"Malvidins","trihydroxylated",0.184633572861572
"530","B2R3",2,"1st point",236.746,"M3Gac",44,51,5.77,47,60,1.15909090909091,51.8214261436175,0.0380023791719862,0.0485136755387057,0.395172053781485,"B2R3",2,"Malvidins","trihydroxylated",0.150099706365129
"531","B2R3",3,"1st point",204.63,"M3Gac",44,51.5,6.3,46.9,60,1.17045454545455,45.4736853994993,0.0333473692929661,0.042661879692494,0.317593993266344,"B2R3",2,"Malvidins","trihydroxylated",0.135213940361116
"532","B3R1",1,"1st point",285.542,"M3Gac",48,57,6.38,51.9,60,1.1875,63.659724375342,0.0509277795002736,0.0588760456650562,0.478944634798811,"B3R1",3,"Malvidins","trihydroxylated",0.237570933795368
"533","B3R1",2,"1st point",259.592,"M3Gac",48,56,6.52,51.9,60,1.16666666666667,57.0212748495349,0.0456170198796279,0.0527364391671999,0.419788526499644,"B3R1",3,"Malvidins","trihydroxylated",0.204507138427868
"534","B3R1",3,"1st point",334.588,"M3Gac",48,57,5.99,51.9,60,1.1875,74.2820342422032,0.0594256273937626,0.0687001472760261,0.595248354528506,"B3R1",3,"Malvidins","trihydroxylated",0.279743448841875
"535","B3R2",1,"1st point",306.685,"M3Gac",44,56,6.03,49.4,60,1.27272727272727,73.1363686104157,0.0536333369809715,0.065141704835188,0.533665044586781,"B3R2",3,"Malvidins","trihydroxylated",0.240359360447444
"536","B3R2",2,"1st point",284.944,"M3Gac",44,52.5,5.42,49.4,60,1.19318181818182,63.8341827218013,0.0468117339959876,0.0568563570801469,0.518211077446357,"B3R2",3,"Malvidins","trihydroxylated",0.211251044136422
"537","B3R2",3,"1st point",302.282,"M3Gac",45,54,6.38,49.7,60,1.2,67.9935144993617,0.0509951358745212,0.0615635443153174,0.479578080324651,"B3R2",3,"Malvidins","trihydroxylated",0.225453923034835
"538","B3R3",1,"1st point",288.171,"M3Gac",46,52.5,6.39,51.1,60,1.14130434782609,61.7304940567287,0.0473267121101587,0.0555695249825738,0.444382273334823,"B3R3",3,"Malvidins","trihydroxylated",0.244461467262448
"539","B3R3",2,"1st point",273.148,"M3Gac",46,53.5,6.05,51.4,60,1.16304347826087,59.7196629503049,0.0457850749285671,0.0534456127570822,0.454066858795707,"B3R3",3,"Malvidins","trihydroxylated",0.237478885950514
"540","B3R3",3,"1st point",307.54,"M3Gac",46,54,6.25,51.3,60,1.17391304347826,67.6411350498379,0.051858203538209,0.0606528696353322,0.497838753966807,"B3R3",3,"Malvidins","trihydroxylated",0.271337508663141
"541","B1R2",1,"Harvest",55.084,"Peo3Gpc",69,54.5,10.67,75.33,60,0.789855072463768,9.14400941513559,0.0105156108274059,0.0083756358641226,0.0591318322065938,"B1R2",1,"Peonidins","dihydroxylated",0.646739529150708
"542","B1R2",2,"Harvest",42.071,"Peo3Gpc",69,57,11.24,75.67,60,0.826086956521739,7.60287766931781,0.00874330931971548,0.00693271519998585,0.0466724696781965,"B1R2",1,"Peonidins","dihydroxylated",0.552419438263724
"543","B1R2",3,"Harvest",49.834,"Peo3Gpc",69,51.5,10.58,75.98,60,0.746376811594203,7.92600990677377,0.00911491139278984,0.00719787685663846,0.0516913689572202,"B1R2",1,"Peonidins","dihydroxylated",0.578645878472856
"544","B1R3",1,"Harvest",28.833,"Peo3Gpc",47,52,8.71,52.66,60,1.1063829787234,7.51135773629128,0.00588389689342817,0.00670402228647342,0.040532010746922,"B1R3",1,"Peonidins","dihydroxylated",0.417779867469147
"545","B1R3",2,"Harvest",26.919,"Peo3Gpc",47,57,8.71,52.89,60,1.21276595744681,7.81025257953985,0.00611803118730622,0.00694047780749429,0.0421448761467707,"B1R3",1,"Peonidins","dihydroxylated",0.436330408535473
"546","B1R3",3,"Harvest",21.732,"Peo3Gpc",47,57,8.76,52.14,60,1.21276595744681,6.66295784649652,0.00521931697975561,0.00600611850374639,0.0357487464366823,"B1R3",1,"Peonidins","dihydroxylated",0.370983645814335
"547","B1R4",1,"Harvest",27.631,"Peo3Gpc",47,53,8.05,51.76,60,1.12765957446809,7.40859794878561,0.00580340172654873,0.00672728175411367,0.0432551681481893,"B1R4",1,"Peonidins","dihydroxylated",0.425581944799076
"548","B1R4",2,"Harvest",35.123,"Peo3Gpc",47,52,7.04,51.59,60,1.1063829787234,8.78058059534111,0.00687812146635054,0.00799936592326095,0.0586203534063966,"B1R4",1,"Peonidins","dihydroxylated",0.443196768192595
"549","B1R4",3,"Harvest",31.726,"Peo3Gpc",47,54.5,8.19,51.77,60,1.15957446808511,8.48430797707421,0.00664604124870813,0.00770257822913826,0.0486889468769826,"B1R4",1,"Peonidins","dihydroxylated",0.438307262751535
"550","B2R1",1,"Harvest",43.546,"Peo3Gpc",60,50.5,9.79,67.05,60,0.841666666666667,7.97268481366648,0.00797268481366648,0.0071343935692765,0.0488622154055147,"B2R1",2,"Peonidins","dihydroxylated",0.593765577542708
"551","B2R1",2,"Harvest",37.568,"Peo3Gpc",60,53.5,10.54,67.21,60,0.891666666666667,7.47414417289805,0.00747414417289805,0.0066723501022747,0.0425473102821521,"B2R1",2,"Peonidins","dihydroxylated",0.542577361541735
"552","B2R1",3,"Harvest",44.335,"Peo3Gpc",61,50.5,10.56,67.11,60,0.827868852459016,7.96111483183491,0.00809380007903216,0.00723629868487453,0.0459875004490464,"B2R1",2,"Peonidins","dihydroxylated",0.571695735910998
"553","B2R2",1,"Harvest",43.451,"Peo3Gpc",58,51,10.42,64.16,60,0.879310344827586,8.31402925657361,0.00803689494802116,0.00751579951498238,0.0462777060346708,"B2R2",2,"Peonidins","dihydroxylated",0.554522358198067
"554","B2R2",2,"Harvest",35.551,"Peo3Gpc",58,53,10.23,64.18,60,0.913793103448276,7.32346091681498,0.00707934555292115,0.00661827256427655,0.0415210882869276,"B2R2",2,"Peonidins","dihydroxylated",0.503809867469147
"555","B2R2",3,"Harvest",38.744,"Peo3Gpc",58,54.5,10.71,64.23,60,0.939655172413793,8.07793257529543,0.00780866815611891,0.0072944121028668,0.043746040090302,"B2R2",2,"Peonidins","dihydroxylated",0.509194868381057
"556","B2R3",1,"Harvest",34.436,"Peo3Gpc",52,53.5,7.54,57.23,60,1.02884615384615,8.03631486833429,0.00696480621922305,0.00730191111573271,0.0554228611609262,"B2R3",2,"Peonidins","dihydroxylated",0.491965398808438
"557","B2R3",2,"Harvest",28.103,"Peo3Gpc",52,59,7.01,56.82,60,1.13461538461538,7.55196937386888,0.0065450401240197,0.00691134120804614,0.0560203148988847,"B2R3",2,"Peonidins","dihydroxylated",0.472700403064016
"558","B2R3",3,"Harvest",28.549,"Peo3Gpc",52,54,7.31,57.06,60,1.03846153846154,6.99644285133069,0.00606358380448659,0.00637600820661051,0.0497694977112443,"B2R3",2,"Peonidins","dihydroxylated",0.440810807951851
"559","B3R1",1,"Harvest",30.027,"Peo3Gpc",56,57.5,8.93,62.67,60,1.02678571428571,7.19455997107944,0.00671492263967414,0.00642883929121507,0.0451170614087848,"B3R1",3,"Peonidins","dihydroxylated",0.498123489269864
"560","B3R1",2,"Harvest",23.927,"Peo3Gpc",56,55.5,9.59,62.56,60,0.991071428571429,5.84171807013887,0.00545227019879628,0.00522915939782252,0.0341122223073803,"B3R1",3,"Peonidins","dihydroxylated",0.404654754696334
"561","B3R1",3,"Harvest",24.81,"Peo3Gpc",56,52.5,8.9,62.95,60,0.9375,5.67692754878716,0.00529846571220135,0.00505016588931026,0.0357199935654024,"B3R1",3,"Peonidins","dihydroxylated",0.409775027357286
"562","B3R2",1,"Harvest",36.292,"Peo3Gpc",55,56.5,9.17,61.52,60,1.02727272727273,8.37175749838343,0.00767411104018481,0.00748450361526477,0.050212285977218,"B3R2",3,"Peonidins","dihydroxylated",0.474395522828135
"563","B3R2",2,"Harvest",40.365,"Peo3Gpc",55,52.5,9.66,61.82,60,0.954545454545455,8.48814268897253,0.00778079746489148,0.007551728370972,0.0483279345645434,"B3R2",3,"Peonidins","dihydroxylated",0.491262534196608
"564","B3R2",3,"Harvest",36.179,"Peo3Gpc",55,59,8.45,61.45,60,1.07272727272727,8.7200812428498,0.00799340780594565,0.007804791999296,0.0567579252493182,"B3R2",3,"Peonidins","dihydroxylated",0.50080960423126
"565","B3R3",1,"Harvest",38.765,"Peo3Gpc",54,54,8.69,60.68,60,1,8.60052890753237,0.00774047601677914,0.00765373370149552,0.0534440231308111,"B3R3",3,"Peonidins","dihydroxylated",0.547544603319351
"566","B3R3",2,"Harvest",40.378,"Peo3Gpc",54,51,8.82,60.48,60,0.944444444444444,8.40056031774981,0.00756050428597483,0.00750050028370519,0.051432001945407,"B3R3",3,"Peonidins","dihydroxylated",0.482968108699617
"567","B3R3",3,"Harvest",38.106,"Peo3Gpc",54,54,8.45,60.31,60,1,8.48033923034835,0.00763230530731352,0.00759307442279574,0.0541938838389125,"B3R3",3,"Peonidins","dihydroxylated",0.482112814152836
"568","B1R2",1,"1st point",33.976,"Peo3Gpc",56,55.5,6.57,60.8,60,0.991071428571429,7.65810996977671,0.00714756930512493,0.00705352234058382,0.0652746055262551,"B1R2",1,"Peonidins","dihydroxylated",0.266494035199708
"569","B1R2",2,"1st point",32.94,"Peo3Gpc",56,54.5,6.69,60.8,60,0.973214285714286,7.33623944790391,0.00684715681804365,0.00675706264938518,0.0614094781887323,"B1R2",1,"Peonidins","dihydroxylated",0.243837950027357
"570","B1R2",3,"1st point",26.155,"Peo3Gpc",56,55,5.95,60.5,60,0.982142857142857,6.18818067533415,0.00577563529697854,0.00572790277386302,0.0582417004737332,"B1R2",1,"Peonidins","dihydroxylated",0.218020615234969
"571","B1R3",1,"1st point",27.538,"Peo3Gpc",34,52.5,4.94,42,60,1.54411764705882,10.1184905751467,0.00573381132591647,0.00819115903702353,0.0696414331082972,"B1R3",1,"Peonidins","dihydroxylated",0.222910582710195
"572","B1R3",2,"1st point",22.264,"Peo3Gpc",34,53,5.25,42,60,1.55882352941176,8.71545257533982,0.00493875645935923,0.00705536637051319,0.0564429309641055,"B1R3",1,"Peonidins","dihydroxylated",0.191150143473767
"573","B1R3",3,"1st point",22.661,"Peo3Gpc",34,54.5,5.1,42.3,60,1.60294117647059,9.07817827295062,0.00514430102133868,0.00729688088133147,0.0605211884863375,"B1R3",1,"Peonidins","dihydroxylated",0.200134410298498
"574","B1R4",1,"1st point",25.121,"Peo3Gpc",36,51.5,5.8,44.8,60,1.43055555555556,8.74371314365615,0.00524622788619369,0.00702619806186655,0.0542713229606244,"B1R4",1,"Peonidins","dihydroxylated",0.212884262265183
"575","B1R4",2,"1st point",26.44,"Peo3Gpc",36,50,5.66,44.7,60,1.38888888888889,8.82315540965003,0.00529389324579002,0.00710589697421479,0.0561190096726857,"B1R4",1,"Peonidins","dihydroxylated",0.218161955134051
"576","B1R4",3,"1st point",19.588,"Peo3Gpc",36,54,6.27,45,60,1.5,7.65448659492978,0.00459269195695787,0.00612358927594383,0.0439492053297404,"B1R4",1,"Peonidins","dihydroxylated",0.183368294729163
"577","B2R1",1,"1st point",28.7,"Peo3Gpc",50,50,6.32,54.9,60,1,6.76485500638337,0.00563737917198614,0.00616107013331818,0.0535194225188558,"B2R1",2,"Peonidins","dihydroxylated",0.208679311812268
"578","B2R1",2,"1st point",29.05,"Peo3Gpc",50,53,5.99,54.9,60,1.06,7.23840999452854,0.00603200832877379,0.00659235882926097,0.0604207845953968,"B2R1",2,"Peonidins","dihydroxylated",0.219219779925831
"579","B2R1",3,"1st point",30.224,"Peo3Gpc",50,52,5.92,55.1,60,1.04,7.32451723509028,0.00610376436257523,0.00664656736396577,0.061862476647722,"B2R1",2,"Peonidins","dihydroxylated",0.231937798042434
"580","B2R2",1,"1st point",58.918,"Peo3Gpc",54,52.5,6.6,59.6,60,0.972222222222222,11.9350695077715,0.0107415625569943,0.0108136535808668,0.0976505686999486,"B2R2",2,"Peonidins","dihydroxylated",0.344712561553894
"581","B2R2",2,"1st point",48.394,"Peo3Gpc",54,52,7.08,59.2,60,0.962962962962963,9.9731033970319,0.00897579305732871,0.00909708755810343,0.0760660428587179,"B2R2",2,"Peonidins","dihydroxylated",0.31185037631467
"582","B2R2",3,"1st point",41.608,"Peo3Gpc",54,54,6.92,59.3,60,1,9.11904067116542,0.00820713660404888,0.00830401680004945,0.0711601439657417,"B2R2",2,"Peonidins","dihydroxylated",0.292348561006748
"583","B2R3",1,"1st point",21.223,"Peo3Gpc",44,52,5.74,47,60,1.18181818181818,6.3832192064729,0.00468102741808013,0.00597577968265548,0.0489306001889909,"B2R3",2,"Peonidins","dihydroxylated",0.184633572861572
"584","B2R3",2,"1st point",16.367,"Peo3Gpc",44,51,5.77,47,60,1.15909090909091,5.2339201333046,0.0038382080977567,0.00489984012479579,0.0399120426109882,"B2R3",2,"Peonidins","dihydroxylated",0.150099706365129
"585","B2R3",3,"1st point",15.385,"Peo3Gpc",44,51.5,6.3,46.9,60,1.17045454545455,5.07560579808665,0.00372211091859687,0.00476176236920709,0.0354486754152083,"B2R3",2,"Peonidins","dihydroxylated",0.135213940361116
"586","B3R1",1,"1st point",22.285,"Peo3Gpc",48,57,6.38,51.9,60,1.1875,6.64391414371694,0.00531513131497355,0.00614466047973821,0.0499855609558642,"B3R1",3,"Peonidins","dihydroxylated",0.237570933795368
"587","B3R1",2,"1st point",19.093,"Peo3Gpc",48,56,6.52,51.9,60,1.16666666666667,5.848164022129,0.0046785312177032,0.00540870661006151,0.0430539682610724,"B3R1",3,"Peonidins","dihydroxylated",0.204507138427868
"588","B3R1",3,"1st point",26.727,"Peo3Gpc",48,57,5.99,51.9,60,1.1875,7.60595590917381,0.00608476472733905,0.00703441008940931,0.0609492293222609,"B3R1",3,"Peonidins","dihydroxylated",0.279743448841875
"589","B3R2",1,"1st point",26.102,"Peo3Gpc",44,56,6.03,49.4,60,1.27272727272727,8.00676139472419,0.00587162502279774,0.00713152836777053,0.058424129580077,"B3R2",3,"Peonidins","dihydroxylated",0.240359360447444
"590","B3R2",2,"1st point",23.213,"Peo3Gpc",44,52.5,5.42,49.4,60,1.19318181818182,6.87764971896606,0.00504360979390845,0.00612584185494953,0.055833318751754,"B3R2",3,"Peonidins","dihydroxylated",0.211251044136422
"591","B3R2",3,"1st point",24.322,"Peo3Gpc",45,54,6.38,49.7,60,1.2,7.15966441728981,0.00536974831296735,0.00648259353678151,0.0504992004354297,"B3R2",3,"Peonidins","dihydroxylated",0.225453923034835
"592","B3R3",1,"1st point",28.239,"Peo3Gpc",46,52.5,6.39,51.1,60,1.14130434782609,7.62479977638392,0.00584567982856101,0.00686381193177418,0.0548890124747513,"B3R3",3,"Peonidins","dihydroxylated",0.244461467262448
"593","B3R3",2,"1st point",26.173,"Peo3Gpc",46,53.5,6.05,51.4,60,1.16304347826087,7.33179808736887,0.00562104520031613,0.00656153136223673,0.0557459028130525,"B3R3",3,"Peonidins","dihydroxylated",0.237478885950514
"594","B3R3",3,"1st point",31.544,"Peo3Gpc",46,54,6.25,51.3,60,1.17391304347826,8.55025335225876,0.00655519423673172,0.00766689384413066,0.0629298646726245,"B3R3",3,"Peonidins","dihydroxylated",0.271337508663141
"595","B1R2",1,"Harvest",255.097,"M3Gpc",69,54.5,10.67,75.33,60,0.789855072463768,37.9569371205333,0.0436504776886133,0.0347674055663985,0.24545723161357,"B1R2",1,"Malvidins","trihydroxylated",0.646739529150708
"596","B1R2",2,"Harvest",196.507,"M3Gpc",69,57,11.24,75.67,60,0.826086956521739,30.8707173952692,0.0355013250045596,0.0281495903300327,0.189508852337507,"B1R2",1,"Malvidins","trihydroxylated",0.552419438263724
