4,1562860261,433.4000001,20190711 08:51:01,8:51:01,3,B3_R1,4,null,null,null,null,1562860253,0.001413929,7.949691524,387.4384425,185.6259429,18.74063266,39.11544592,0.067168725,2.272256647,0.066084859,0.041398961,82.58594946,31.20874406,30.45232903,4.372403446,50.44852989,2.283520181,4.526435531,2.088883265,-62.35427935,74.25116799,7.320310921,101.803149,-0.041785632,0.046908033,3.49509121,14,3,1,0,52463,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4019-20190711-08_51_54,1105.048077,1943.77,0.43149237,0.5,421.4853629,7.949691524,90.93385897,1.663998313,0.021406108,0.565550451,DARK-4020-20190711-08_51_56,-1290.66,3234.43,0.259310581,0.253661396,0.691077912,0.475281909,4019,300,300,300,10303.4,1885.45,-0.00815712,-3.46057,500.0003548,421.4853629,0.842970127,0.195940255,6,0.5,0: Broadleaf,1562860253,387.4384516,397.6352581,22.61826452,20.95995806,500.0096129,100.759129,0.199995387,31.05845161,30.45232903,999.9,0,0,10000.88871,0,66.33274516,500.0003548,0.899992581,0.100007348,0,1107.43,4.99938,5625.492903,3961.535806,40.562,43.312,41.94106452,43.508,43.312,445.4967742,49.50193548,0,129,1105.048077,-226.2492308,-1091.417094,5614.224231,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-13.8885978,48.69789261,7.540054481,0,1117.364286,-224.9937214,22.77902635,0,1.661026098,-0.096850244,0.013432208,1,1,3,3-Jan,1.87394,1.87073,1.87027,1.87228,1.86954,1.87916,1.87593,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,471.244,522.072,30.224,31.3051,30.0008,31.1693,31.21,20.0067,28.3044,71.9903,-999.9,405.372,20.9373,101.392,101.45
5,1562860483,654.9000001,20190711 08:54:42,8:54:42,1,B3_R1,5,null,null,null,null,1562860475,0.002125288,13.46323042,385.4175653,150.2572301,15.16895412,38.90915174,0.097420757,2.270326958,0.095156552,0.059671892,82.57516281,31.56576025,31.01197742,4.514460152,49.90906898,2.336208739,4.680930313,2.178251413,-93.72520399,77.92243044,7.732524799,74.50491406,-0.041733232,0.046849209,3.491628053,36,7,1,0,52639,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4021-20190711-08_55_36,981.2885769,1944.93,0.495463293,0.5,421.42913,13.46323042,104.4013323,0.672975377,0.034491921,0.564616721,DARK-4022-20190711-08_55_38,636.04,1308.89,0.736227967,0.456221983,0.79324908,0.474780383,4021,300,300,300,10339.7,1845.8,-0.00818648,-12.6726,499.9334839,421.42913,0.842970402,0.195940805,6,0.5,0: Broadleaf,1562860475,385.4175806,402.5553548,23.14149355,20.65031935,500.0306452,100.7532581,0.199981355,31.64860968,31.01197742,999.9,0,0,9988.929355,0,85.95870968,499.9334839,0.899986548,0.100013452,0,981.9525806,4.99938,5406.979355,3960.994194,40.75,43.49187097,42.129,43.69512903,43.562,445.4329032,49.5,0,220.9000001,981.2885769,-91.5490257,-352.7370945,5404.311538,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-18.12689512,19.40352544,1.919867236,0,987.4857429,-95.66714677,9.644182552,0,2.499626341,-0.12351554,0.015175377,0,0,3,0/3,1.87397,1.87073,1.87027,1.87233,1.86961,1.87919,1.87592,1.87148,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,444.346,517.203,30.7557,31.7951,30.001,31.5744,31.6017,20.0833,32.2189,75.6637,-999.9,407.58,20.7498,101.314,101.388
6,1562860613,784.9000001,20190711 08:56:52,8:56:52,2,B3_R1,5,null,null,null,null,1562860605,0.003905359,13.29510685,396.4498236,277.6315196,28.02837533,40.0237137,0.205174574,2.273462579,0.195414738,0.122972397,82.58749006,30.865767,30.46281935,4.375029975,52.16130042,2.425393612,4.649795139,1.949636364,-172.2263365,130.9303273,12.93220605,54.22368696,-0.0418184,0.046944818,3.497256076,59,12,1,0,52584,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4023-20190711-08_57_46,1069.038846,2399.07,0.554394475,0.5,421.4938553,13.29510685,116.8369324,3.954461521,0.034087749,0.268437353,DARK-4024-20190711-08_57_47,-7087.96,9487.03,0.140194682,0.063567081,0.796930208,0.278433138,4023,300,300,300,10298.3,2244.23,-0.00815476,-17.9561,500.0105161,421.4938553,0.842969981,0.195939962,6,0.5,0: Broadleaf,1562860605,396.4498387,414.260871,24.02442903,19.45085161,500.0289355,100.7557097,0.199597452,31.53105484,30.46281935,999.9,0,0,10009.07097,0,1091.691935,500.0105161,0.899999129,0.10000071,0,1069.609677,4.99938,6239.022581,3961.623226,40.875,43.687,42.264,43.7113871,43.685,445.5096774,49.50064516,0,128.9000001,1069.038846,-142.9856408,-1749.674186,6234.495,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-19.32245854,22.53058118,2.793669974,0,1077.670571,-154.7874485,15.675766,0,4.51907,0.887488432,0.099356329,0,0,3,0/3,1.87398,1.87074,1.87028,1.87233,1.8696,1.87921,1.87599,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,415.778,515.882,30.9917,32.0775,30.0008,31.842,31.8621,20.3804,39.3322,74.3134,-999.9,416.143,18.9128,101.268,101.349
7,1562860702,874.4000001,20190711 08:58:22,8:58:22,3,B3_R1,5,null,null,null,null,1562860694,0.004638765,13.59595397,395.8530168,290.1648465,29.29274427,39.96218469,0.241507066,2.269812794,0.228085607,0.143697177,82.58598096,30.66153088,30.36367742,4.350261983,50.76410893,2.365407492,4.659606052,1.984854491,-204.5695276,147.394053,14.57731487,39.98782125,-0.041719277,0.046833543,3.490705501,28,6,1,0,52764,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4025-20190711-08_59_15,1042.272692,2259.33,0.53868063,0.5,421.4869631,13.59595397,113.5234314,2.876556324,0.034802082,0.34689045,DARK-4026-20190711-08_59_17,-4239.76,6499.09,0.187265803,0.10761476,0.795876837,0.338849671,4025,300,300,300,10314.9,2146.6,-0.00816763,-17.3748,500.0024516,421.4869631,0.842969793,0.195939586,6,0.5,0: Broadleaf,1562860694,395.8530323,414.3699032,23.43099355,17.99543226,500.0485161,100.752,0.200078161,31.56817097,30.36367742,999.9,0,0,9985.713871,0,1018.798806,500.0024516,0.900008097,0.099991813,0,1043.056774,4.99938,6303.879032,3961.569677,41,43.875,42.387,43.875,43.70732258,445.506129,49.49677419,0,88.79999995,1042.272692,-84.05709406,-855.3258108,6296.479231,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-17.88597561,-15.1130676,1.58281595,0,1047.464286,-91.8463685,9.321171075,0,5.396196098,0.807561533,0.081816512,0,0,3,0/3,1.87398,1.87073,1.87027,1.87237,1.86963,1.87916,1.87596,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,454.996,513.115,31.0169,32.1929,30.0006,31.9892,32.0144,20.3749,42.9707,70.0658,-999.9,417.027,17.695,101.246,101.343
8,1562861130,1302.4,20190711 09:05:30,9:05:30,1,B3_R2,2,null,null,null,null,1562861122,0.00218133,9.583485626,397.8404407,239.693929,24.19939308,40.16579497,0.106304013,2.271438315,0.103615482,0.064995567,82.58710902,31.04647206,30.38133548,4.35466442,50.53951827,2.299287165,4.549483739,2.055377255,-96.1966641,93.8346584,9.255185698,89.48028902,-0.041763406,0.046883081,3.493622426,25,5,1,0,52516,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4027-20190711-09_06_23,1049.456538,1975.26,0.468699544,0.5,421.487124,9.583485626,98.77541144,0.649362616,0.02528228,0.540592125,DARK-4028-20190711-09_06_25,692.6,1282.66,0.721783997,0.454296375,0.743537762,0.46166722,4027,300,300,300,10379,1897.99,-0.00821794,-2.55298,500.001871,421.487124,0.842971094,0.195942187,6,0.5,0: Broadleaf,1562861122,397.8404516,410.3818065,22.77433871,20.2164,500.0085161,100.7595484,0.200009419,31.14759677,30.38133548,999.9,0,0,9995.527419,0,91.8227,500.001871,0.899969,0.100031,0,1050.315806,4.99938,5404.102903,3961.522258,40.85874194,43.637,42.183,43.875,43.562,445.4867742,49.51870968,0,427.0999999,1049.456538,-150.6594872,-718.5411967,5399.758077,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-12.4379,-3.291365854,0.393794331,0,1058.822571,-167.74591,16.94929537,0,2.556970488,-0.017805366,0.014670277,1,1,3,3-Jan,1.87395,1.87073,1.87027,1.87229,1.86954,1.87912,1.87592,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,458.044,514.891,30.635,32.1458,30.0001,32.0774,32.1163,20.2308,35.3086,61.8573,-999.9,411.742,20.1513,101.248,101.345
9,1562861245,1416.9,20190711 09:07:24,9:07:24,2,B3_R2,2,null,null,null,null,1562861237,0.002004452,10.3074164,398.7257947,215.0598206,21.71145998,40.25354021,0.097081229,2.273567727,0.094835708,0.059469743,82.58865407,31.26481853,30.41954194,4.364203187,50.11420711,2.300840711,4.591194481,2.063362476,-88.39632291,108.8919014,10.74079527,113.8250279,-0.041821258,0.046948026,3.497444857,36,7,1,0,52757,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4029-20190711-09_08_18,1023.321154,2092.19,0.510885171,0.5,421.4994192,10.3074164,107.6689015,1.496140408,0.026999055,0.454490271,DARK-4030-20190711-09_08_19,-1038.02,3130.21,0.341468734,0.232996577,0.784742546,0.411112582,4029,300,300,300,10331.3,1962.57,-0.00818049,-20.1145,500.0170645,421.4994192,0.842970069,0.195940137,6,0.5,0: Broadleaf,1562861237,398.7258065,412.0529355,22.79065484,20.44028065,500.0316129,100.7554839,0.199961548,31.30792903,30.41954194,999.9,0,0,10009.77742,0,1386.328742,500.0170645,0.90000029,0.099999639,0,1024.033871,4.99938,5364.618387,3961.677742,40.937,43.923,42.254,44,43.687,445.5154839,49.50290323,0,113.6999998,1023.321154,-117.2584616,-558.883077,5360.861923,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-13.24223415,-0.792721254,0.233385149,0,1030.789143,-132.1747162,13.37264444,0,2.323433415,0.483648084,0.052935339,0,0,3,0/3,1.87397,1.87073,1.87027,1.87239,1.86954,1.87921,1.876,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,444.155,483.559,30.7277,32.2323,30.0007,32.1458,32.187,20.2706,33.2508,58.4398,-999.9,412.485,20.4341,101.232,101.327
10,1562861413,1585.4,20190711 09:10:13,9:10:13,3,B3_R2,2,null,null,null,null,1562861405,0.002949917,12.44693672,398.5349857,246.3563727,24.8703786,40.2332437,0.14514024,2.270770651,0.140176423,0.088042101,82.58865424,31.22357849,30.53701935,4.393647184,50.19542425,2.340015807,4.661810995,2.053631378,-130.0913571,127.2554734,12.59156382,92.34433435,-0.041745277,0.04686273,3.492424229,46,9,1,0,52322,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4031-20190711-09_11_06,945.4023462,2264.92,0.582589078,0.5,421.4963985,12.44693672,122.779599,3.072320435,0.03207526,0.343566219,DARK-4032-20190711-09_11_08,-4693.64,6958.56,0.189625103,0.100578928,0.859736517,0.336432836,4031,300,300,300,10371.4,2124.66,-0.00821333,-12.5623,500.0130645,421.4963985,0.842970771,0.195941542,6,0.5,0: Broadleaf,1562861405,398.535,414.8801613,23.17929355,19.72185484,500.0592581,100.7528387,0.200013968,31.57650323,30.53701935,999.9,0,0,9991.853871,0,612.7653548,500.0130645,0.899975065,0.100024935,0,946.2246452,4.99938,5136.027419,3961.619355,41.187,44.284,42.625,44.312,43.94512903,445.5,49.51419355,0,167.9000001,945.4023462,-64.96051273,1330.056065,5161.426923,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-16.4553122,2.513032056,0.252751581,0,949.2530571,-68.7943837,6.959877651,0,3.468645366,-0.238876307,0.024852167,0,0,3,0/3,1.87398,1.87074,1.8703,1.8724,1.86961,1.87923,1.87603,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,432.224,495.318,30.9665,32.3948,30.0004,32.273,32.3058,20.3536,36.353,55.011,-999.9,415.291,19.6348,101.202,101.306
11,1562861545,1716.9,20190711 09:12:24,9:12:24,1,B3_R2,3,null,null,null,null,1562861537,0.004116977,13.31829885,399.0835009,282.5637685,28.52680609,40.29029519,0.211054764,2.271088119,0.200732378,0.12634308,82.58492475,30.84823968,30.36829032,4.351411679,50.37939972,2.3495221,4.663656401,2.00188958,-181.5586748,148.7857797,14.70814036,64.52016999,-0.041753896,0.046872406,3.492993941,71,14,1,0,52490,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4033-20190711-09_13_18,977.1453846,2249.17,0.5655529,0.5,421.4794101,13.31829885,119.1844513,0.712071564,0.034143942,0.352974653,DARK-4034-20190711-09_13_19,647.6,1601.57,0.794236041,0.331417217,0.83738548,0.343242343,4033,300,300,300,10340.3,2112.13,-0.00818831,-20.5862,499.9931935,421.4794101,0.842970296,0.195940591,6,0.5,0: Broadleaf,1562861537,399.0835161,417.0361935,23.27249032,18.44733548,500.025129,100.7569677,0.200087871,31.58347419,30.36829032,999.9,0,0,9993.507419,0,1075.409548,499.9931935,0.899988516,0.100011484,0,977.6931613,4.99938,5381.008387,3961.474839,41.37093548,44.3506129,42.762,44.403,44.062,445.4890323,49.50419355,0,130.6999998,977.1453846,-74.28478633,1395.965122,5396.584615,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-17.94022439,-0.026686411,0.043538471,1,982.2945714,-79.56774312,8.053994616,0,4.80929,0.268350314,0.036446025,0,1,3,3-Jan,1.874,1.87081,1.8703,1.87241,1.86964,1.87925,1.87607,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,401.02,506.57,31.0592,32.4626,30.0001,32.3342,32.3649,20.3897,41.0677,50.7877,-999.9,417.613,18.4131,101.197,101.3
12,1562861653,1825.5,20190711 09:14:13,9:14:13,2,B3_R2,3,null,null,null,null,1562861645,0.003425597,12.87715484,396.9029531,257.7649692,26.02245162,40.06901298,0.166569935,2.273006431,0.160073561,0.100608538,82.58627945,31.28601255,30.79455161,4.458800112,50.24517542,2.37145021,4.719757051,2.087349902,-151.068842,122.5059553,12.13810277,66.16149554,-0.041806004,0.046930901,3.496437152,59,12,1,0,52767,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4035-20190711-09_15_06,990.4344231,2192.84,0.548332563,0.5,421.4838573,12.87715484,115.5566618,1.539893471,0.033096937,0.387730067,DARK-4036-20190711-09_15_08,-1183.9,3376.74,0.356084738,0.201144082,0.822037894,0.367596595,4035,300,300,300,10327.7,2031.92,-0.00817814,-27.3134,499.998129,421.4838573,0.842970869,0.195941738,6,0.5,0: Broadleaf,1562861645,396.9029677,413.9877419,23.49036129,19.47605806,499.9814839,100.7542258,0.199956226,31.79425484,30.79455161,999.9,0,0,10006.25129,0,117.9149226,499.998129,0.899975194,0.100024774,0,990.6454194,4.99938,5200.374194,3961.5,41.562,44.554,42.937,44.665,44.312,445.4864516,49.51451613,0,107.7,990.4344231,-156.9749403,-743.5555554,5199.409231,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-17.16353171,0.069308888,0.306589868,1,1000.934771,-183.8725509,18.68647247,0,4.042422927,-0.503420897,0.055841278,0,1,3,3-Jan,1.87407,1.87084,1.87031,1.87241,1.86964,1.87925,1.87606,1.8715,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,416.157,485.166,31.1936,32.4645,30.0002,32.3568,32.3919,20.3373,36.549,47.324,-999.9,415.598,19.5726,101.203,101.312
13,1562861756,1928.5,20190711 09:15:56,9:15:56,3,B3_R2,3,null,null,null,null,1562861748,0.006193638,16.94007933,392.4381419,295.6269209,29.84464796,39.61810432,0.337310586,2.273515337,0.311771733,0.196990516,82.58419295,30.65913609,30.54601613,4.395909212,51.27365111,2.458452238,4.794767263,1.937456974,-273.1394438,187.1252739,18.53934665,15.10936977,-0.041819834,0.046946427,3.497350796,16,3,1,0,52316,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4037-20190711-09_16_49,844.8868846,2185.36,0.613387778,0.5,421.4723463,16.94007933,129.2629931,3.617454332,0.042737677,0.392479958,DARK-4038-20190711-09_16_51,-5720.08,7905.44,0.169563379,0.097876905,0.921139807,0.37083057,4037,300,300,300,10339.3,2026.23,-0.00818837,-12.2195,499.9843548,421.4723463,0.842971069,0.195942139,6,0.5,0: Broadleaf,1562861748,392.4381613,415.681129,24.35226129,17.10147419,500.0402581,100.7537742,0.199981548,32.0727,30.54601613,999.9,0,0,10009.60645,0,848.6755484,499.9843548,0.899967032,0.100032971,0,845.1554516,4.99938,5327.523871,3961.380323,41.75,44.74593548,43.177,44.812,44.5,445.4703226,49.51645161,0,102.4000001,844.8868846,-31.23319658,-519.4376078,5320.401923,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-23.01985854,-5.440160279,0.68546607,0,846.3699714,-28.11525308,2.86068321,0,7.23889122,0.204796516,0.02690617,0,0,3,0/3,1.874,1.87081,1.87032,1.87241,1.86965,1.8792,1.87605,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,469.138,494.326,31.3545,32.5452,30.0007,32.4387,32.4755,20.4128,43.1352,43.3819,-999.9,419.029,16.9216,101.178,101.295
14,1562861899,2071,20190711 09:18:18,9:18:18,1,B3_R2,6,null,null,null,null,1562861891,0.00196152,7.879989565,398.6232491,249.3584205,25.1752205,40.24499421,0.093057543,2.268935441,0.090988054,0.057049636,82.58674016,32.24022596,31.15577742,4.551603931,50.54463557,2.450585573,4.848359366,2.101018358,-86.50304328,136.2124095,13.57619996,145.8723064,-0.041695471,0.046806819,3.489131488,41,8,1,0,52705,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4039-20190711-09_19_12,1095.716538,1723.43,0.364223358,0.5,421.4860997,7.879989565,76.75754125,0.602002982,0.021240699,0.765705599,DARK-4040-20190711-09_19_13,685.92,1037.51,0.605019192,0.559845576,0.631945552,0.570545818,4039,300,300,300,10374.8,1690.69,-0.00821319,9.2041,500.0007742,421.4860997,0.842970894,0.195941788,6,0.5,0: Broadleaf,1562861891,398.6232581,409.0170968,24.27284194,21.97624839,500.0210645,100.7600645,0.199912871,32.26932581,31.15577742,999.9,0,0,9979.217097,0,104.6784774,500.0007742,0.899973,0.100027,0,1097.212258,4.99938,5878.942258,3961.518387,42,44.921,43.375,45.008,44.75,445.4880645,49.51516129,0,141.5,1095.716538,-368.6738462,-1658.404787,5872.257692,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-10.29093293,-2.433440488,0.269560737,0,1119.61,-420.3235866,42.69479025,0,2.291130976,0.008519582,0.023944356,1,1,3,3-Jan,1.87407,1.87084,1.87035,1.87241,1.86966,1.87923,1.87607,1.87149,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,438.465,508.641,31.539,32.72,30.0007,32.5833,32.6193,20.1927,26.7713,43.2512,-999.9,409.94,21.9439,101.159,101.269
15,1562862029,2201,20190711 09:20:28,9:20:28,2,B3_R2,6,null,null,null,null,1562862021,0.001977768,9.030560494,399.6930219,212.7328763,21.47818255,40.35426888,0.083914212,2.270143266,0.082228324,0.051541352,82.58981067,32.53635711,32.11573871,4.80645355,49.99523173,2.46552613,4.931522556,2.34092742,-87.21956135,55.68573392,5.581707064,56.63769029,-0.041728246,0.046843612,3.491298449,38,8,1,0,52246,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4041-20190711-09_21_22,1127.957308,2024.8,0.442929026,0.5,421.5026648,9.030560494,93.34788244,2.140636112,0.023969553,0.502899052,DARK-4042-20190711-09_21_23,-2309.56,4334.36,0.206914675,0.190237323,0.692717496,0.440248621,4041,300,300,300,10299.1,1949.53,-0.00815385,-3.60608,500.0205484,421.5026648,0.842970686,0.195941373,6,0.5,0: Broadleaf,1562862021,399.6930323,411.4775484,24.42005806,22.10484194,500.0320968,100.763,0.200155903,32.57073226,32.11573871,999.9,0,0,9986.770323,0,453.1083548,500.0205484,0.899979129,0.100020823,0,1129.186129,4.99938,6239.41129,3961.682903,42.25,45.25,43.7113871,45.37093548,45.008,445.5083871,49.51354839,0,129.4000001,1127.957308,-132.4345299,-641.8198295,6235.280385,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-11.7497561,-0.458972822,0.072268993,1,1137.344571,-143.7767789,14.5503766,0,2.313735122,-0.06093993,0.028047585,1,2,3,3-Feb,1.87402,1.87087,1.87031,1.87241,1.86964,1.87924,1.87607,1.87148,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,442.343,507.23,31.7444,32.939,30.0007,32.784,32.8201,20.257,27.0977,41.7596,-999.9,411.623,22.0377,101.118,101.236
16,1562862147,2319,20190711 09:22:26,9:22:26,3,B3_R2,6,null,null,null,null,1562862139,0.004102694,14.66715563,398.2168219,261.4948285,26.40376026,40.20890798,0.195102981,2.275541279,0.186263295,0.117175391,82.58959483,32.10885346,31.53733871,4.65145489,50.06367135,2.506233971,5.006093048,2.145220919,-180.928789,159.4727824,15.92261504,77.05620324,-0.041874921,0.047008267,3.500988829,16,3,1,0,52215,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4043-20190711-09_23_20,946.4742308,2539.85,0.627350343,0.5,421.5030374,14.66715563,132.2150376,3.665204638,0.03734214,0.198129811,DARK-4044-20190711-09_23_21,-6769.22,9309.07,0.171163797,0.051284664,0.88045281,0.217566963,4043,300,300,300,10347.5,2374.69,-0.00819515,-12.9521,500.0211935,421.5030374,0.842970344,0.195940687,6,0.5,0: Broadleaf,1562862139,398.2168387,417.7750323,24.82098065,20.02066129,500.0743226,100.7723871,0.20001229,32.83725806,31.53733871,999.9,0,0,10020.94032,0,406.2743548,500.0211935,0.899986581,0.100013419,0,946.6694839,4.99938,5051.070323,3961.696452,42.55,45.84854839,43.94106452,45.67703226,45.312,445.5132258,49.50774194,0,117,946.4742308,-45.42010257,-169.5483761,5050.171154,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-19.68884146,2.231042509,0.238845628,0,949.1207714,-47.55424839,4.811285763,0,4.799470732,-0.01456892,0.013193269,1,1,3,3-Jan,1.87397,1.87078,1.87029,1.87235,1.86954,1.87914,1.87598,1.87141,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,469.527,492.918,32.0395,33.1822,30.0011,32.9863,33.019,20.4706,33.4225,40.0256,-999.9,418.652,20.1628,101.08,101.206
17,1562862428,2600,20190711 09:27:07,9:27:07,1,B3_R3,1,null,null,null,null,1562862420,0.002796442,11.4315295,398.0538578,236.058432,23.82861056,40.18102755,0.124835129,2.27383998,0.121148852,0.076040163,82.58468337,32.5861503,31.97114516,4.767290102,50.2219949,2.52135861,5.020427035,2.245931492,-123.3230798,112.4061913,11.25838182,82.92617671,-0.041828658,0.046956333,3.497933676,66,13,1,0,52197,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4045-20190711-09_28_01,1010.520385,2256.17,0.552108048,0.5,421.4784536,11.4315295,116.3508232,0.69176968,0.02966747,0.34877691,DARK-4046-20190711-09_28_02,695.42,1560.75,0.798109637,0.33518625,0.81626111,0.340215895,4045,300,300,300,10334.8,2127.7,-0.0081839,-19.2573,499.9920968,421.4784536,0.842970232,0.195940463,6,0.5,0: Broadleaf,1562862420,398.053871,413.1073871,24.97787097,21.70597742,500.0026774,100.7436774,0.200018419,32.88809355,31.97114516,999.9,0,0,10012.72194,0,380.6857097,499.9920968,0.899990484,0.100009516,0,1010.865161,4.99938,6107.084839,3961.468387,42.69106452,45.538,44.125,45.59248387,45.375,445.4880645,49.50290323,0,280.2,1010.520385,-62.31555558,-1332.43419,6099.201538,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-14.88699512,-2.279977003,0.341690182,0,1014.119429,-65.14238748,6.572151178,0,3.303230732,-0.637893868,0.064078021,0,0,3,0/3,1.87392,1.87075,1.87026,1.87233,1.86953,1.87909,1.87597,1.8714,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,407.253,503.114,32.1436,33.3346,29.9999,33.18,33.2067,20.3564,29.038,43.265,-999.9,413.78,21.6917,101.061,101.188
18,1562862582,2754,20190711 09:29:41,9:29:41,2,B3_R3,1,null,null,null,null,1562862574,0.001810212,9.002973862,398.3080542,202.6140516,20.45254233,40.20655167,0.079350437,2.272300337,0.077842567,0.048784694,82.58775923,33.10003998,32.14452258,4.814283054,50.29857285,2.552524358,5.074745093,2.261758697,-79.83033532,114.550173,11.50147917,128.8090761,-0.041786819,0.046909365,3.495169632,32,6,1,0,52207,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4047-20190711-09_30_35,1137.841538,2350.12,0.515836835,0.5,421.4943881,9.002973862,108.7111655,1.233596582,0.023904574,0.294857284,DARK-4048-20190711-09_30_36,-548.98,2899.1,0.418156829,0.192912125,0.748323236,0.299596651,4047,300,300,300,10322.3,2233.11,-0.00817343,-15.5276,500.0110323,421.4943881,0.842970177,0.195940353,6,0.5,0: Broadleaf,1562862574,398.3080645,409.9760645,25.2867,23.16951935,500.0340645,100.7433226,0.200033323,33.07959355,32.14452258,999.9,0,0,10002.74194,0,1118.650065,500.0110323,0.899990419,0.100009523,0,1139.833548,4.99938,6168.639355,3961.617742,42.94919355,45.778,44.308,45.97764516,45.687,445.506129,49.50387097,0,153.4000001,1137.841538,-216.6386325,905.8218808,6173.748077,15,1562859741,8:42:20,1,11.59,0.479,414,25,0.08,0.35,-11.65543171,-0.790222997,0.223878481,0,1153.281143,-236.3443814,23.92267505,0,2.118788537,-0.281968432,0.052144934,0,0,3,0/3,1.8739,1.87073,1.8702,1.87226,1.86952,1.8791,1.87593,1.87135,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.59,0.479,2,450.101,505.138,32.329,33.3531,30.0004,33.2186,33.2578,20.2774,25.1822,46.033,-999.9,411.007,23.2204,101.06,101.192
