Sample,Rep,Set,Concentration_mg_berry,Antho_type,Antho_short_name,treatment
B3R3,2,1st point,0.01155979,Peonidin-3-(6-acetyl) glucoside,Peo3Gac,3
B3R3,3,1st point,0.012919678,Peonidin-3-(6-acetyl) glucoside,Peo3Gac,3
B3R3,1,Harvest,0.123953571,Malvidin-3-(6-acetyl) glucoside,M3Gac,3
B3R3,2,Harvest,0.108025489,Malvidin-3-(6-acetyl) glucoside,M3Gac,3
B3R3,3,Harvest,0.111932525,Malvidin-3-(6-acetyl) glucoside,M3Gac,3
B3R3,1,1st point,0.047554302,Malvidin-3-(6-acetyl) glucoside,M3Gac,3
B3R3,2,1st point,0.045954313,Malvidin-3-(6-acetyl) glucoside,M3Gac,3
B3R3,3,1st point,0.051971272,Malvidin-3-(6-acetyl) glucoside,M3Gac,3
B3R3,1,Harvest,0.008071365,Peonidin-3-(6-p-coumaroy) glucoside,Peo3Gpc,3
B3R3,2,Harvest,0.007835713,Peonidin-3-(6-p-coumaroy) glucoside,Peo3Gpc,3
B3R3,3,Harvest,0.007963302,Peonidin-3-(6-p-coumaroy) glucoside,Peo3Gpc,3
B3R3,1,1st point,0.006162002,Peonidin-3-(6-p-coumaroy) glucoside,Peo3Gpc,3
B3R3,2,1st point,0.00593534,Peonidin-3-(6-p-coumaroy) glucoside,Peo3Gpc,3
B3R3,3,1st point,0.006864308,Peonidin-3-(6-p-coumaroy) glucoside,Peo3Gpc,3
B3R3,1,Harvest,0.0306724,Malvidin-3-(6-p-coumaroy) glucoside,M3Gpc,3
B3R3,2,Harvest,0.02899822,Malvidin-3-(6-p-coumaroy) glucoside,M3Gpc,3
B3R3,3,Harvest,0.029041783,Malvidin-3-(6-p-coumaroy) glucoside,M3Gpc,3
B3R3,1,1st point,0.00872183,Malvidin-3-(6-p-coumaroy) glucoside,M3Gpc,3
B3R3,2,1st point,0.008765794,Malvidin-3-(6-p-coumaroy) glucoside,M3Gpc,3
B3R3,3,1st point,0.0101722,Malvidin-3-(6-p-coumaroy) glucoside,M3Gpc,3
