3,1562850126,376.5,20190711 08:02:06,6:02:06,1,4,B3_R3,1562850118,0.007623449,-0.576371156,400.1778716,396.0318034,40.02839332,40.44745171,1.178840283,2.274506973,0.919141677,0.592986068,0.000797938,16.6895165,15.82623871,1.804547702,43.76245747,0.977771331,2.234269709,0.826776371,-336.1940913,414.9494607,35.75641262,114.51258,-0.041846792,0.04697669,3.499131334,5,1,1,0,54743,MPF-1827-20190711-08_01_37,710.3307692,3898.1,3187.769231,0.817775129,-0.576371156,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,1827,300,300,300,10320.1,3799.51,-0.00858439,-43.5903,0.00499961,0.004199672,0.84,0.19,6,0.5,0: Broadleaf,1562850118,400.177871,403.1469032,9.673846774,0.61483129,500.0345161,100.8736774,0.200006516,19.21017742,15.82623871,999.9,0,0,10004.15323,0,0.001626039,0.00499961,0,0,0,710.7354839,0.00499961,-35.43225806,-4.480645161,29.062,33.375,31.44512903,33.437,31.687,0,0,0,263.3999999,710.3307692,-38.42735077,7.042735739,-34.95384615,15,1562850153,8:02:32,3,4.724,-0.113,403,3,0.71,0.01,-3.044757073,4.941189408,0.492035671,0,712.1911765,-31.02817542,7.273213047,0,9.562905854,-9.533161672,0.944009504,0,0,3,0/3,100,100,4.724,-0.113,2,498.703,551.645,18.9832,19.8981,30.0008,19.8656,19.8585,19.6009,75.1931,82.8581,-999.9,402.774,3.52837,102.338,101.85
4,1562850827,1077.1,20190711 08:13:46,6:13:46,1,5,B2_R3,1562850819,0.008109649,-0.587724003,400.7057426,396.8082602,40.08778735,40.48153279,1.398157772,2.272433979,1.047720369,0.678913955,0.000797938,16.58129027,15.6826871,1.788047113,45.36067955,1.016936495,2.241889903,0.771110618,-357.6355068,438.8546265,37.83361659,119.0535342,-0.04179045,0.046913441,3.495409523,55,11,1,0,54910,MPF-1828-20190711-08_13_18,798.5846154,3703.29,2904.705385,0.784358067,-0.587724003,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,1828,300,300,300,10300.7,3622.47,-0.00857165,-31.9915,0.00499961,0.004199672,0.84,0.19,6,0.5,0: Broadleaf,1562850819,400.7057419,403.8999677,10.06612806,0.432523258,500.0007419,100.8256452,0.199941677,19.26483871,15.6826871,999.9,0,0,9995.443226,0,0.001672274,0.00499961,0,0,0,798.8774194,0.00499961,-35.74193548,-4.967741935,28.25,32.875,30.73170968,32.7113871,30.937,0,0,0,699.8,798.5846154,-25.59316249,5.51794835,-35.33076923,15,1562850855,8:14:15,4,4.95,-0.095,403,2,0.43,0.01,-3.629403659,4.526776098,0.451741372,0,800.0647059,-15.8790543,6.817015146,0,10.01143488,-8.20103122,0.812438047,0,0,3,0/3,100,100,4.95,-0.095,2,437.094,551.654,19.1192,20.319,30.003,20.4621,20.4842,19.5495,77.6389,69.6795,-999.9,403.152,2.88811,102.458,101.949
5,1562851043,1293,20190711 08:17:22,6:17:22,1,3,B2_R3,1562851035,0.011690081,-2.603939706,396.029648,395.01105,39.90644762,40.00935266,8.464463542,2.272388387,2.878689396,1.98284816,0.000797938,15.28119612,16.11504516,1.838150305,64.44742304,1.434537836,2.225904106,0.403612469,-515.5325693,371.8069194,32.1063211,-111.6185309,-0.041789211,0.04691205,3.495327682,8,2,1,0,54641,MPF-1829-20190711-08_16_54,878.8923077,3638.42,2759.527692,0.758441217,-2.603939706,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,1829,300,300,300,10272.6,3620.77,-0.00854263,-16.0417,0.00499961,0.004199672,0.84,0.19,6,0.5,0: Broadleaf,1562851035,396.0296452,398.4602903,14.19966774,0.371729323,500.034871,100.8261613,0.199993839,19.14998065,16.11504516,999.9,0,0,9995.095806,0,0.001621415,0.00499961,0,0,0,878.916129,0.00499961,-30.88387097,-5.103225806,28.562,32.913,30.899,33.062,31.25,0,0,0,215.1999998,878.8923077,-81.59316241,-15.36068324,-32.50384615,15,1562851083,8:18:03,5,4.818,-0.051,406,0,0.22,0.01,1.788105805,-97.75070718,10.03692286,0,883.1147059,-89.14457569,11.11684287,0,13.7324561,1.057540767,0.10775134,0,0,3,0/3,100,100,4.818,-0.051,2,493.922,546.65,19.2637,20.6925,30.0008,20.7044,20.6823,19.5472,100,57.4996,-999.9,405.123,0,102.225,101.708
6,1562851194,1444,20190711 08:19:53,6:19:53,1,4,B2_R3,1562851186,0.000892714,1.104853801,398.9232891,366.7033142,37.04869416,40.30393607,0.072931786,2.271674633,0.071655533,0.044897514,0.000797938,19.2626574,17.55034839,2.013430019,33.816528,0.77208537,2.283159792,1.241344648,-39.36870911,245.8876243,21.44197882,227.9616919,-0.041769823,0.046890286,3.494046558,34,7,1,0,54771,MPF-1830-20190711-08_19_25,817.4307692,4249.08,3431.649231,0.807621704,1.104853801,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,1830,300,300,300,10316.5,4193.04,-0.00858045,-27.4863,0.00499961,0.004199672,0.84,0.19,6,0.5,0: Broadleaf,1562851186,398.9232903,400.6763226,7.642003871,6.579019032,500.0404516,100.8318065,0.199988806,19.55807742,17.55034839,999.9,0,0,9989.899355,0,0.001636826,0.00499961,0,0,0,818.2903226,0.00499961,-29.02580645,-5.209677419,28.73780645,33.06606452,31.062,33.27,31.427,0,0,0,150.3,817.4307692,-49.52478617,25.19658161,-29.07692308,15,1562851211,8:20:11,6,4.639,-0.074,400,9,0.52,0.2,-2.577586917,20.66731754,2.113626796,0,820.6705882,-48.63144548,6.901855224,0,1.790860537,-13.41869479,1.413105143,0,0,3,0/3,100,100,4.639,-0.074,2,462.929,559.149,19.3219,20.9274,30.0007,20.9033,20.8971,19.4731,31.6275,56.5144,-999.9,400.104,8.84428,102.179,101.658
7,1562852068,2318,20190711 08:34:27,6:34:27,1,3,B3_R1,1562852060,0.005930093,3.608094815,389.422996,374.0035727,37.80509582,39.36372472,0.697185826,2.274573219,0.596781378,0.380798291,0.000797938,18.03323712,18.08977097,2.082999506,46.65660474,1.094353193,2.345548287,0.988646313,-261.5170969,233.3465214,20.42441816,-7.745359418,-0.041848593,0.046978712,3.499250294,29,6,1,0,54717,MPF-1831-20190711-08_33_59,740.9846154,3789.67,3048.685385,0.804472523,3.608094815,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,1831,300,300,300,10284.3,3673.81,-0.00855449,-32.6924,0.00499961,0.004199672,0.84,0.19,6,0.5,0: Broadleaf,1562852060,389.423,396.5233548,10.82637129,3.787833226,500.0377742,100.8822581,0.199920226,19.99267097,18.08977097,999.9,0,0,10003.7329,0,0.001721594,0.00499961,0,0,0,741.0258065,0.00499961,-33.9516129,-5.090322581,28.36483871,32.937,30.778,32.754,31.016,0,0,0,873.4000001,740.9846154,-30.02393158,26.93333332,-34.10769231,15,1562852108,8:35:08,7,5.421,-0.12,401,6,0.95,0.03,-5.541120554,-29.52117971,5.005502456,0,744.0941176,-38.32892697,7.536575177,0,7.54345878,-12.06196014,1.486687421,0,0,3,0/3,100,100,5.421,-0.12,2,468.153,558.109,19.7113,20.7241,30.0136,21.0769,21.1379,19.4389,47.4429,53.0241,-999.9,398.304,6.5948,102.949,102.503
8,1562852223,2473,20190711 08:37:02,6:37:02,1,4,B3_R1,1562852215,0.012227876,0.305974576,394.883419,392.0243085,39.62097835,39.90994196,6.6215255,2.27404069,2.620925557,1.789745231,0.000797938,15.80575338,17.39317742,1.993547064,65.8296917,1.530238009,2.32454075,0.463309055,-539.2493172,300.8924719,26.22921956,-212.1268278,-0.041834114,0.046962458,3.498294057,14,3,1,0,54702,MPF-1832-20190711-08_36_34,897.8076923,4199.95,3302.142308,0.786233719,0.305974576,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,1832,300,300,300,10270.1,4157.76,-0.00854035,-31.3599,0.00499961,0.004199672,0.84,0.19,6,0.5,0: Broadleaf,1562852215,394.8834194,401.0446774,15.14072903,0.689946548,500.0173548,100.8676774,0.199979613,19.84747742,17.39317742,999.9,0,0,10001.71742,0,0.00187942,0.00499961,0,0,0,898.316129,0.00499961,-32.11935484,-4.922580645,28.625,33,30.937,33.183,31.3506129,0,0,0,154.3999999,897.8076923,-12.8478626,-3.131624076,-33.02307692,15,1562852263,8:37:43,8,4.818,-0.062,403,0,0.36,0.02,-5.076263415,-9.435104739,1.032642081,0,899.2205882,-18.18258664,7.403289389,0,14.43469512,-0.804543554,0.079860967,0,0,3,0/3,100,100,4.818,-0.062,2,487.217,548.808,19.8429,20.9023,30.0006,21.0445,21.0266,19.3839,100,49.4723,-999.9,403.182,0,102.241,101.714
9,1562852427,2677.5,20190711 08:40:27,6:40:27,1,2,B3_R1,1562852419,0.010629375,-0.554428776,398.5416135,395.1716121,39.93640808,40.27698353,2.687315234,2.273464159,1.644554047,1.087212864,0.000797938,16.48421415,17.18078387,1.966951983,56.44565373,1.324393623,2.346316387,0.64255836,-468.7554247,345.2925886,30.09785559,-93.36418264,-0.041818443,0.046944866,3.497258911,21,4,1,0,54707,MPF-1833-20190711-08_39_58,779.1846154,3920.26,3141.075385,0.801241597,-0.554428776,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,1833,300,300,300,10278.5,3841.13,-0.00854888,-26.207,0.00499961,0.004199672,0.84,0.19,6,0.5,0: Broadleaf,1562852419,398.5416129,402.9597742,13.10490323,0.516872419,500.0024839,100.8609677,0.199955806,19.99795806,17.18078387,999.9,0,0,9998.635806,0,0.001826093,0.00499961,0,0,0,779.9870968,0.00499961,-32.86774194,-5.196774194,28.82825806,33.133,31.185,33.375,31.562,0,0,0,204,779.1846154,-19.98632477,41.51111118,-32.76153846,15,1562852468,8:41:07,9,4.77,-0.055,403,0,1.03,0.02,-4.679062927,6.54080216,0.655595129,0,779.7147059,-18.45395732,6.251876535,0,12.73690488,-3.73598885,0.368405026,0,0,3,0/3,100,100,4.77,-0.055,2,478.09,548.388,19.9015,20.8294,30,20.867,20.8397,19.3443,100,44.1964,-999.9,403.022,0,102.169,101.668
10,1562852827,3077,20190711 08:47:06,6:47:06,1,3,B2_R1,1562852819,0.004369294,-0.427871412,400.2040972,395.6579085,40.00799429,40.46769417,0.510189546,2.273440207,0.454089843,0.288330758,0.000797938,18.25838478,16.59808387,1.895580795,40.63874506,0.93624168,2.303815432,0.959339115,-192.6858561,380.5688969,33.02374717,220.9075859,-0.041817792,0.046944135,3.497215908,66,13,1,0,54815,MPF-1834-20190711-08_46_38,794.8730769,3931.52,3136.646923,0.797820416,-0.427871412,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,1834,300,300,300,10272.1,3846.76,-0.00854247,-31.4753,0.00499961,0.004199672,0.84,0.19,6,0.5,0: Broadleaf,1562852819,400.2040968,401.788871,9.258935161,4.064693226,500.0350968,100.9176774,0.199963419,19.70310323,16.59808387,999.9,0,0,9992.861613,0,0.001741014,0.00499961,0,0,0,794.4774194,0.00499961,-26.3483871,-4.577419355,29.034,33.187,31.36687097,33.25,31.629,0,0,0,399,794.8730769,0.63247815,5.210256552,-26.46923077,15,1562852848,8:47:27,10,4.597,-0.118,401,6,0.25,0.02,-1.670321317,4.98024761,0.50082279,0,795.0676471,12.97732891,7.288658417,0,5.777842439,-10.17546334,1.005206659,0,0,3,0/3,100,100,4.597,-0.118,2,423.313,553.596,19.474,20.4529,30.0001,20.502,20.4931,19.4119,47.3365,40.9052,-999.9,401.521,6.04084,102.149,101.678
11,1562852947,3197,20190711 08:49:06,6:49:06,1,4,B2_R1,1562852939,0.002034236,3.90140129,394.7658344,348.4278727,35.22880698,39.91394051,0.166393149,2.274532187,0.159914435,0.10050759,0.000797938,19.14224647,18.98087419,2.202549962,40.363231,0.93634373,2.319793799,1.266206232,-89.7097945,102.2242005,8.980397212,21.49560111,-0.041847477,0.046977459,3.49917661,14,3,1,0,54626,MPF-1835-20190711-08_48_38,650.6,3209.83,2559.23,0.797310138,3.90140129,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,1835,300,300,300,10355.4,3125.06,-0.00861272,-29.0237,0.00499961,0.004199672,0.84,0.19,6,0.5,0: Broadleaf,1562852939,394.7658387,400.4109032,9.260837419,6.842478065,500.0241935,100.9079032,0.199986645,19.81450968,18.98087419,999.9,0,0,10000.92387,0,0.001812528,0.00499961,0,0,0,651.783871,0.00499961,-29.37096774,-5.451612903,29.125,33.31606452,31.437,33.45325806,31.776,0,0,0,119.4000001,650.6,-42.52991424,1.494016909,-28.76538462,15,1562852966,8:49:26,11,4.61,-0.092,397,9,0.26,0.05,-11.39494661,108.1818392,10.99100608,0,653.1441176,-46.16367934,7.122383572,0,3.108928537,-12.96775359,1.319264365,0,0,3,0/3,100,100,4.61,-0.092,2,487.431,556.193,19.5418,20.5915,30.0006,20.5742,20.5664,19.3466,29.8499,40.0165,-999.9,398.345,8.60976,102.135,101.66
12,1562853117,3367,20190711 08:51:56,6:51:56,1,6,B2_R1,1562853109,0.000622398,-0.113810832,399.6462582,395.7549928,40.0121052,40.40552467,0.055620409,2.274757148,0.054875779,0.034363433,0.000797938,20.02171316,19.51495806,2.277049806,48.31299715,1.14977618,2.379848588,1.127273625,-27.44775168,87.36006071,7.711155082,67.62426205,-0.041853594,0.046984326,3.499580588,34,7,1,0,54693,MPF-1836-20190711-08_51_28,753.2653846,4241.62,3488.354615,0.822410922,-0.113810832,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,1836,300,300,300,10261,4122.2,-0.00853517,-27.9668,0.00499961,0.004199672,0.84,0.19,6,0.5,0: Broadleaf,1562853109,399.6462581,399.8081613,11.3723,10.63396452,500.0327742,100.9027419,0.200480839,20.22730645,19.51495806,999.9,0,0,10002.89742,0,0.0018563,0.00499961,0,0,0,752.9709677,0.00499961,-27.92580645,-5.051612903,29.34451613,33.62093548,31.665,33.82419355,32,0,0,0,169.6000001,753.2653846,-14.47863283,-27.05641022,-28.46923077,15,1562853157,8:52:37,12,4.45,-0.092,400,9,0.34,0.05,0.010843427,-0.272027914,0.058126904,1,753.8352941,-26.92750356,7.66956868,0,0.78982939,-0.980631826,0.098986154,0,1,3,3-Jan,100,100,4.45,-0.092,2,461.763,560.509,19.8544,20.8808,30.0006,20.8069,20.7759,19.4868,16.319,45.5116,-999.9,399.904,10.9239,102.079,101.603
